Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.17547	505	19	18	18	15	20	12	-0.118	-0.3250	1.000000	0.478763	0.688607
m.17560	348	0	1	4	0	0	1	-1.281	-1.4580	0.023350	0.581010	0.004464
m.17562	293	0	0	1	1	2	6	-0.240	-0.2222	1.000000	0.416746	0.735547
m.17572	133	9	10	9	8	9	12	-0.074	-0.1585	0.997396	0.372356	0.757254
m.17577	207	0	0	0	2	0	0	0.362	0.3541	0.324385	0.055205	0.767201
m.17582	562	7	23	12	20	17	4	0.503	1.4706	0.000012	0.000001	0.591422
m.17587	233	6	6	3	4	7	4	0.253	0.3273	0.369539	0.063867	0.772651
m.17595	424	17	27	27	30	28	18	0.136	0.4988	0.144192	0.023082	0.733749
m.17598	232	0	0	0	0	0	1	-0.469	-0.4153	1.000000	0.522369	0.632613
m.17599	105	0	1	0	1	0	1	-0.209	-0.1865	0.999252	0.392354	0.748339
m.17609	155	1	0	0	0	0	0	-0.348	-0.3247	1.000000	0.478601	0.688768
m.1761	2437	6	9	12	6	30	9	-0.541	-1.1148	0.219406	0.602282	0.055169
m.17615	183	5	6	3	4	4	1	0.181	0.2518	0.512685	0.093766	0.785668
m.17619	306	0	0	1	5	0	3	0.865	1.1930	0.000355	0.000043	0.612190
m.17634	303	0	0	3	1	2	0	-0.927	-0.9595	0.456846	0.611181	0.128277
m.17642	405	8	10	13	16	12	15	0.218	0.5946	0.077264	0.011965	0.710776
m.17646	144	0	1	3	3	1	3	0.001	0.0019	0.929662	0.250471	0.790801
m.17653	215	8	12	12	7	12	7	-0.443	-0.9897	0.400979	0.609899	0.110300
m.17655	964	3	11	3	4	6	0	0.197	0.2678	0.480825	0.086723	0.783244
m.17662	137	2	3	3	3	5	3	-0.050	-0.0661	0.974605	0.302687	0.780153
m.17663	669	0	0	0	0	0	1	-0.315	-0.2712	0.999975	0.447911	0.715177
m.17682	122	2	2	1	0	1	3	-0.376	-0.3763	1.000000	0.504786	0.658663
m.17683	465	3	3	7	0	4	0	-1.738	-2.1273	0.000017	0.562416	0.000003
m.17686	418	8	15	3	7	1	0	0.692	1.1153	0.000825	0.000104	0.620320
m.17688	106	0	0	0	0	0	1	-0.214	-0.2026	0.999765	0.403518	0.742773
m.17700	509	1	0	3	1	1	3	-0.908	-1.0133	0.360466	0.608696	0.097602
m.17718	670	13	26	19	43	38	25	0.845	3.1448	0.000000	0.000000	0.559102
m.17739	255	23	27	39	25	33	28	-0.416	-1.7719	0.001191	0.569287	0.000203
m.17758	659	3	3	0	2	4	0	0.290	0.2751	0.466501	0.083639	0.782074
m.17769	574	0	6	6	8	5	6	0.320	0.6412	0.055723	0.008491	0.700016
m.17776	322	6	4	1	4	8	6	0.914	1.1443	0.000606	0.000075	0.617147
m.17784	409	1	3	0	2	1	3	0.230	0.2402	0.536095	0.099116	0.787296
m.17789	102	0	2	0	1	0	0	-0.302	-0.2712	0.999975	0.447911	0.715177
m.17794	846	37	42	54	68	54	45	0.241	1.2979	0.000107	0.000012	0.602973
m.17804	580	21	42	31	51	32	36	0.486	2.1476	0.000000	0.000000	0.567639
m.17812	263	1	1	0	1	3	3	-0.106	-0.1009	0.987167	0.329386	0.772677
m.17821	322	63	85	84	86	73	70	0.031	0.2092	0.599255	0.114430	0.791081
m.17836	548	1	0	0	0	1	0	-0.201	-0.2019	0.999754	0.403038	0.743022
m.17857	135	5	1	4	3	5	0	-0.342	-0.4773	1.000000	0.546573	0.584999
m.17859	221	3	6	1	1	3	1	-0.525	-0.5226	1.000000	0.561529	0.545335
m.17885	208	10	10	7	10	13	7	0.273	0.5602	0.097394	0.015261	0.718936
m.17895	500	9	12	12	13	14	18	0.100	0.2660	0.484377	0.087496	0.783527
m.17897	385	3	8	1	5	6	4	0.958	1.2361	0.000219	0.000026	0.608171
m.17910	625	1	3	6	4	4	0	-0.438	-0.6910	0.941850	0.599521	0.370416
m.1793	310	2	4	3	5	4	4	0.421	0.5720	0.090042	0.014052	0.716120
m.17930	292	3	0	1	3	4	0	0.393	0.4968	0.145980	0.023384	0.734233
m.17939	224	1	1	0	2	1	0	0.100	0.1042	0.798562	0.176923	0.796870
m.1796	557	19	34	28	36	32	34	0.249	0.9636	0.003797	0.000513	0.639828
m.17967	175	4	4	6	5	5	4	-0.211	-0.3654	1.000000	0.499534	0.665425
m.17970	233	1	5	3	8	6	1	0.868	1.5560	0.000004	0.000000	0.586954
m.17977	658	0	1	0	1	0	1	-0.114	-0.1068	0.988745	0.333873	0.771273
m.17984	639	18	23	22	22	19	19	0.016	0.0553	0.871049	0.210903	0.795462
m.17992	724	20	35	37	29	30	28	-0.248	-1.0380	0.321202	0.607288	0.085523
m.18001	225	3	0	7	0	2	0	-1.649	-2.0298	0.000059	0.563768	0.000009
m.18002	175	3	2	0	3	1	1	0.602	0.6888	0.039286	0.005887	0.689479
m.18003	350	0	0	0	0	1	0	-0.258	-0.2369	1.000000	0.426389	0.729792
m.18008	238	0	1	1	3	1	0	0.385	0.4615	0.180562	0.029300	0.742741
m.18009	870	1	1	0	1	1	0	-0.387	-0.3612	1.000000	0.497471	0.667972
m.1802	545	1	1	4	3	2	0	-0.411	-0.6012	0.998677	0.582581	0.467520
m.18040	327	19	19	18	23	24	18	0.302	0.9487	0.004372	0.000594	0.642026
m.18048	376	20	27	24	33	22	33	0.341	1.2794	0.000133	0.000015	0.604463
m.1806	594	1	3	1	5	5	0	0.858	1.1120	0.000855	0.000108	0.620692
m.18060	194	0	2	1	5	3	3	0.985	1.2205	0.000261	0.000031	0.609587
m.18062	181	7	11	15	14	11	18	-0.019	-0.0490	0.966091	0.289495	0.783325
m.18064	292	2	0	1	0	2	0	-0.575	-0.5591	1.000000	0.572036	0.510514
m.18070	421	7	4	7	3	4	6	-0.835	-1.2996	0.074904	0.589802	0.015990
m.1809	261	2	1	0	0	0	1	-0.321	-0.3106	1.000000	0.470861	0.696181
m.18090	289	2	2	1	3	3	1	0.475	0.5539	0.101521	0.015942	0.720446
m.1811	272	18	18	10	15	15	18	0.397	1.0134	0.002343	0.000310	0.632860
m.18144	177	0	2	6	5	2	7	-0.169	-0.2828	0.999957	0.454868	0.709839
m.18155	470	23	18	13	20	21	15	0.405	1.1426	0.000617	0.000077	0.617329
m.1816	454	3	7	0	1	4	0	-0.106	-0.1063	0.988615	0.333493	0.771393
m.18174	206	0	2	0	0	1	0	-0.233	-0.2143	0.999967	0.411464	0.738520
m.18183	178	0	0	1	1	0	1	-0.427	-0.4194	1.000000	0.524110	0.629702
m.18203	117	3	0	0	0	0	0	-0.289	-0.2861	0.999962	0.456817	0.708283
m.18216	767	0	3	0	10	8	1	1.820	2.6892	0.000000	0.000000	0.561174
m.18230	315	1	3	0	0	0	0	-0.241	-0.2246	1.000000	0.418337	0.734628
m.18280	786	8	13	10	5	9	0	-0.701	-1.4003	0.036733	0.583966	0.007268
m.18288	378	3	10	4	12	8	10	0.965	1.7486	0.000000	0.000000	0.578824
m.18294	121	0	0	0	3	2	1	0.703	0.7624	0.022176	0.003235	0.674257
m.18326	402	0	0	0	0	1	0	-0.554	-0.5635	1.000000	0.573215	0.506155
m.18336	196	7	8	9	10	4	3	0.079	0.1697	0.678728	0.136070	0.794599
m.1834	596	18	20	21	18	20	31	-0.102	-0.3204	1.000000	0.476267	0.691065
m.18355	140	1	0	0	1	1	1	-0.590	-0.5562	1.000000	0.571249	0.513369
m.18362	249	3	11	16	22	14	18	0.310	0.9721	0.003501	0.000471	0.638598
m.18366	538	18	24	22	20	22	13	-0.098	-0.3193	1.000000	0.475666	0.691647
m.18370	247	2	4	1	1	2	1	-0.479	-0.4987	1.000000	0.553913	0.566768
m.18373	191	7	0	9	4	1	1	-0.785	-1.4237	0.030684	0.582734	0.005983
m.18387	243	7	7	10	0	8	1	-1.777	-2.5263	0.000000	0.559748	0.000000
m.1839	150	6	3	0	0	0	4	-0.215	-0.1981	0.999660	0.400424	0.744362
m.184	376	260	356	327	422	328	345	0.254	3.5449	0.000000	0.000000	0.558020
m.18406	213	5	2	7	8	6	4	0.094	0.1926	0.632977	0.123236	0.792745
m.18408	135	0	1	0	1	1	0	-0.222	-0.2173	0.999995	0.413478	0.737401
m.18439	485	0	2	1	1	0	0	-0.504	-0.5002	1.000000	0.554409	0.565456
m.1846	234	0	2	0	2	1	4	0.233	0.2387	0.539137	0.099823	0.787499
m.18462	162	3	2	0	1	3	1	-0.156	-0.1411	0.995387	0.359602	0.762320
m.18470	326	13	21	12	16	10	15	0.335	0.9220	0.005605	0.000770	0.646100
m.18491	290	1	3	0	3	2	3	0.626	0.6831	0.041000	0.006156	0.690713
m.18493	251	0	0	1	0	0	1	-0.525	-0.5457	1.000000	0.568332	0.523581
m.1850	391	2	5	4	2	4	1	-0.688	-0.8753	0.629395	0.612668	0.189137
m.18511	317	0	0	0	1	0	0	-0.410	-0.3684	1.000000	0.500995	0.663586
m.18531	393	0	1	1	1	3	4	-0.227	-0.2333	1.000000	0.424051	0.731229
m.18543	325	2	0	0	0	0	0	-0.310	-0.2815	0.999965	0.454096	0.710448
m.18550	321	9	9	9	9	8	6	0.050	0.1101	0.788700	0.173008	0.796857
m.18553	252	7	11	7	9	5	10	0.209	0.4412	0.203171	0.033228	0.747576
m.18556	357	30	26	28	24	25	22	-0.133	-0.4563	1.000000	0.538874	0.601994
m.18584	365	3	1	1	1	3	1	-0.256	-0.2346	1.000000	0.424897	0.730712
m.18619	214	0	0	0	1	3	1	-0.335	-0.3209	1.000000	0.476540	0.690799
m.1862	270	0	0	1	1	1	6	-0.177	-0.1609	0.997617	0.374097	0.756527
m.1866	1135	8	11	13	15	11	21	0.153	0.4124	0.238848	0.039528	0.754309
m.18667	123	1	1	0	0	3	0	-0.119	-0.1020	0.987471	0.330223	0.772418
m.18729	206	0	0	0	0	0	4	-0.272	-0.2664	0.999976	0.444984	0.717326
m.1874	125	0	0	1	0	0	0	-0.659	-0.6606	0.968020	0.594628	0.403603
m.18748	201	15	13	12	14	16	15	0.217	0.5446	0.107879	0.016995	0.722680
m.18767	961	11	8	4	8	15	3	0.606	1.1321	0.000690	0.000087	0.618461
m.1881	292	23	49	43	51	30	70	0.160	0.7523	0.024041	0.003520	0.676264
m.18818	131	1	0	1	3	0	3	0.411	0.5097	0.134757	0.021488	0.731111
m.18819	1444	57	75	73	70	86	72	-0.011	-0.0664	0.974740	0.302918	0.780095
m.18825	839	63	70	73	81	62	63	0.119	0.7617	0.022301	0.003254	0.674395
m.18834	354	8	6	7	7	11	4	-0.046	-0.0955	0.985591	0.325266	0.773927
m.1884	645	8	6	3	5	12	6	0.531	0.8214	0.013633	0.001945	0.663071
m.18862	137	6	0	3	9	8	10	1.051	1.6970	0.000000	0.000000	0.580789
m.1889	383	0	0	3	1	4	0	-0.921	-0.9799	0.418633	0.610349	0.115918
m.18898	207	21	22	18	18	24	18	0.063	0.1921	0.633988	0.123508	0.792791
m.18909	204	0	3	0	2	0	1	0.156	0.1588	0.700000	0.142452	0.795294
m.18940	324	0	2	0	0	2	0	-0.255	-0.2499	1.000000	0.434711	0.724453
m.18969	102	0	5	7	5	6	3	-0.320	-0.6107	0.995349	0.584734	0.457479
m.1897	265	5	4	4	6	4	15	0.360	0.5292	0.119135	0.018868	0.726394
m.18995	284	0	0	0	0	0	3	0.016	0.0159	0.916405	0.239910	0.792339
m.18998	315	0	0	0	1	2	0	-0.396	-0.3629	1.000000	0.498309	0.666945
m.190	135	1	1	1	0	2	0	-0.599	-0.5859	1.000000	0.578935	0.483464
m.19020	385	0	0	0	2	0	0	0.071	0.0803	0.836132	0.193207	0.796521
m.1903	378	8	7	7	10	9	12	0.343	0.7811	0.019059	0.002761	0.670612
m.19033	252	44	58	51	55	55	45	0.094	0.4978	0.145084	0.023233	0.733991
m.19068	541	0	0	1	0	0	0	-0.532	-0.5564	1.000000	0.571304	0.513172
m.19079	424	1	2	3	4	5	0	0.327	0.4688	0.172928	0.027985	0.740989
m.19080	266	3	3	1	0	2	4	-0.277	-0.2991	1.000000	0.464362	0.701983
m.19105	387	0	1	0	2	0	1	0.356	0.3763	0.289713	0.048745	0.762437
m.19106	321	1	1	1	2	5	1	0.120	0.1332	0.748115	0.158111	0.796436
m.1911	462	2	0	0	0	2	1	-0.092	-0.0933	0.984914	0.323585	0.774427
m.19148	194	0	0	0	0	1	1	-0.285	-0.2726	0.999966	0.448759	0.714544
m.19151	186	7	23	16	19	17	15	0.176	0.5448	0.107739	0.016972	0.722632
m.19166	267	0	0	1	2	2	0	0.007	0.0080	0.924068	0.245856	0.791499
m.19195	126	3	4	4	6	4	4	0.295	0.4821	0.159675	0.025714	0.737786
m.19225	469	14	19	9	13	10	7	0.387	0.8995	0.006883	0.000953	0.649671
m.19242	719	25	12	19	25	28	16	0.297	0.9790	0.003277	0.000440	0.637611
m.1925	184	0	0	0	0	0	1	-0.337	-0.3271	1.000000	0.479894	0.687473
m.19271	554	0	0	1	1	2	0	-0.448	-0.4428	1.000000	0.533658	0.612448
m.19281	105	0	1	0	0	2	0	-0.244	-0.2276	1.000000	0.420317	0.733467
m.1931	256	0	0	0	0	1	0	-0.278	-0.2589	1.000000	0.440355	0.720615
m.1936	223	7	7	3	5	4	1	0.438	0.6716	0.044656	0.006732	0.693228
m.19360	173	10	10	7	14	10	15	0.646	1.4325	0.000020	0.000002	0.593648
m.19365	277	13	11	15	14	18	15	-0.021	-0.0579	0.970734	0.296362	0.781716
m.19391	189	0	1	1	0	0	1	-0.656	-0.5932	1.000000	0.580701	0.475898
m.19416	143	7	8	12	20	11	12	0.528	1.4847	0.000010	0.000001	0.590638
m.19419	213	0	0	0	0	1	0	-0.379	-0.3953	1.000000	0.513586	0.646339
m.19423	152	2	4	1	4	0	4	0.683	0.9115	0.006172	0.000851	0.647751
m.19446	282	6	3	6	6	10	4	0.024	0.0467	0.881970	0.217129	0.794932
m.19454	152	5	6	7	5	5	6	-0.370	-0.6937	0.939143	0.599915	0.367475
m.19455	354	1	0	0	0	0	1	-0.301	-0.2813	0.999965	0.453977	0.710541
m.19460	144	16	14	12	17	16	15	0.396	1.0581	0.001496	0.000194	0.627084
m.19461	242	0	0	0	2	0	1	0.328	0.3427	0.343165	0.058772	0.769563
m.19463	429	0	0	0	1	0	0	-0.260	-0.2178	1.000000	0.413813	0.737213
m.19469	629	1	1	3	3	1	1	-0.061	-0.0889	0.983491	0.320217	0.775410
m.19483	336	5	1	0	0	3	1	-0.531	-0.4502	1.000000	0.536544	0.606763
m.19487	501	5	7	7	4	5	3	-0.590	-1.1011	0.235413	0.603219	0.059844
m.19494	241	4	5	3	2	4	3	-0.369	-0.4539	1.000000	0.537962	0.603879
m.19495	508	26	22	25	28	25	15	0.108	0.4108	0.240956	0.039904	0.754678
m.19496	684	2	0	3	0	0	1	-0.916	-0.9801	0.418268	0.610340	0.115801
m.195	212	0	1	4	1	2	0	-1.313	-1.4404	0.026900	0.581882	0.005194
m.1950	311	9	11	10	5	11	9	-0.692	-1.3748	0.044417	0.585362	0.008941
m.19503	183	1	0	1	3	3	3	0.495	0.5781	0.086429	0.013460	0.714671
m.19510	516	39	38	43	32	45	39	-0.322	-1.4519	0.024532	0.581309	0.004706
m.19514	1648	13	6	6	10	12	6	0.527	1.0090	0.002447	0.000325	0.633452
m.19531	314	0	0	0	0	1	0	-0.333	-0.2973	1.000000	0.463330	0.702871
m.19534	303	2	0	0	0	0	0	-0.306	-0.2899	0.999971	0.459044	0.706469
m.19535	181	3	0	3	2	2	3	-0.377	-0.4687	1.000000	0.543480	0.592067
m.19543	104	0	3	3	3	0	1	-0.063	-0.0786	0.979804	0.312311	0.777626
m.19558	268	3	5	9	8	3	6	-0.066	-0.1435	0.995709	0.361374	0.761642
m.19561	251	6	5	0	0	3	0	-0.208	-0.1978	0.999652	0.400217	0.744467
m.19580	222	0	2	0	1	0	3	-0.275	-0.2757	0.999963	0.450629	0.713131
m.19587	374	0	0	0	0	1	0	-0.255	-0.2297	1.000000	0.421697	0.732648
m.19593	255	1	0	0	0	0	0	-0.386	-0.3577	1.000000	0.495734	0.670070
m.19597	531	28	33	28	25	28	22	-0.088	-0.3448	1.000000	0.489201	0.677609
m.19598	1537	4	3	4	3	5	3	-0.431	-0.6517	0.974228	0.593035	0.413305
m.196	258	6	9	13	7	6	6	-0.611	-1.4221	0.031069	0.582816	0.006064
m.19610	677	9	12	12	5	10	4	-0.792	-1.5805	0.008079	0.575620	0.001459
m.19621	362	3	13	16	0	0	12	-2.155	-3.0459	0.000000	0.558262	0.000000
m.19647	482	3	3	3	1	3	0	-0.826	-0.8591	0.663570	0.612512	0.202670
m.19657	547	5	4	6	7	5	4	0.266	0.4811	0.160642	0.025879	0.738027
m.19661	333	26	24	24	29	27	25	0.215	0.8426	0.011375	0.001610	0.659276
m.19674	317	15	15	21	12	16	13	-0.516	-1.4627	0.022473	0.580781	0.004286
m.19685	242	2	8	4	4	6	0	-0.052	-0.0772	0.979262	0.311235	0.777918
m.19688	311	0	2	0	2	2	1	0.240	0.2548	0.506669	0.092416	0.785229
m.19695	105	0	0	0	0	0	1	-0.294	-0.2814	0.999965	0.454037	0.710495
m.19700	101	4	1	3	1	1	3	-0.902	-0.9524	0.470578	0.611434	0.132794
m.19704	127	2	5	6	7	5	0	0.135	0.2584	0.499473	0.090814	0.784692
m.19708	361	9	16	9	22	14	16	0.936	2.4201	0.000000	0.000000	0.563468
m.19722	109	4	3	1	0	0	0	-0.650	-0.6354	0.984034	0.589925	0.430995
m.19726	448	0	2	3	0	1	1	-0.851	-0.8854	0.608033	0.612685	0.180994
m.1973	357	0	0	0	0	0	1	-0.352	-0.3249	1.000000	0.478709	0.688661
m.19748	107	1	1	0	0	0	0	-0.316	-0.2925	0.999986	0.460558	0.705215
m.19751	156	0	0	0	1	2	0	-0.292	-0.2782	0.999965	0.452129	0.711981
m.19764	354	9	13	13	14	10	13	0.068	0.1785	0.661294	0.131045	0.793949
m.19768	178	4	7	4	7	4	7	0.375	0.6847	0.040512	0.006079	0.690366
m.19801	196	0	0	1	0	0	1	-0.588	-0.5312	1.000000	0.564125	0.537353
m.19802	135	0	0	0	0	0	1	-0.340	-0.3078	1.000000	0.469294	0.697614
m.19805	110	13	11	13	14	14	15	0.058	0.1498	0.717238	0.147852	0.795775
m.19807	203	0	0	0	0	0	3	-0.370	-0.3574	1.000000	0.495585	0.670249
m.1983	176	0	0	0	1	0	0	-0.339	-0.3424	1.000000	0.487962	0.678979
m.19866	117	0	3	1	1	1	0	-0.737	-0.7212	0.907831	0.603560	0.337716
m.19870	153	5	0	1	3	3	1	0.562	0.6801	0.041927	0.006302	0.691366
m.19899	782	8	4	10	7	5	0	-0.350	-0.7483	0.870385	0.606509	0.308959
m.19914	123	0	2	1	3	2	1	0.458	0.5704	0.091011	0.014211	0.716501
m.19922	158	0	0	1	0	1	1	-0.446	-0.4702	1.000000	0.544026	0.590845
m.19923	914	0	2	1	0	1	0	-0.433	-0.4485	1.000000	0.535887	0.608079
m.19927	386	2	10	6	6	6	3	0.043	0.0806	0.835686	0.192998	0.796529
m.19936	369	0	0	1	0	3	0	-0.335	-0.2973	1.000000	0.463330	0.702871
m.19949	302	0	1	1	2	4	3	0.167	0.1768	0.664677	0.132007	0.794080
m.1996	868	30	35	22	19	38	15	-0.136	-0.4602	1.000000	0.540342	0.598905
m.19966	302	17	21	16	22	10	21	0.306	1.0219	0.002153	0.000284	0.631727
m.19978	746	12	13	12	13	11	10	0.107	0.2846	0.448101	0.079744	0.780493
m.19983	183	8	7	7	8	8	10	0.081	0.1641	0.689709	0.139327	0.794972
m.19991	861	33	21	39	13	23	37	-1.069	-3.6127	0.000000	0.557669	0.000000
m.19993	588	4	2	3	7	9	4	0.757	1.2287	0.000238	0.000028	0.608837
m.2	157	14	11	12	17	16	13	0.356	0.9865	0.003048	0.000408	0.636552
m.20	400	0	0	0	1	0	0	-0.388	-0.3730	1.000000	0.503212	0.660734
m.200	1142	63	65	69	68	68	63	-0.009	-0.0505	0.966907	0.290653	0.783060
m.20009	465	0	0	0	1	2	0	-0.282	-0.2815	0.999965	0.454096	0.710448
m.20013	565	19	32	33	27	30	24	-0.192	-0.7335	0.891637	0.604976	0.324576
m.20041	230	28	46	48	56	51	51	0.165	0.8675	0.009157	0.001284	0.654970
m.20062	124	6	0	7	8	3	0	0.070	0.1345	0.745749	0.157294	0.796395
m.20081	531	2	8	6	11	5	9	0.561	1.2121	0.000287	0.000034	0.610367
m.2011	367	1	0	0	0	4	1	-0.163	-0.1542	0.996971	0.369226	0.758539
m.20145	264	2	1	1	0	2	0	-0.529	-0.4974	1.000000	0.553481	0.567902
m.20155	114	0	1	0	0	0	0	-0.410	-0.3843	1.000000	0.508546	0.653558
m.20175	165	4	4	3	8	9	6	0.884	1.3568	0.000052	0.000006	0.598584
m.202	101	4	3	6	5	3	4	-0.153	-0.2688	0.999978	0.446451	0.716256
m.2022	539	3	8	9	7	18	9	-0.161	-0.3406	1.000000	0.487028	0.679999
m.20248	122	0	0	1	1	3	6	-0.560	-0.5880	1.000000	0.579448	0.481296
m.20249	222	1	0	0	1	0	0	-0.281	-0.2669	0.999980	0.445290	0.717104
m.20253	281	8	4	6	6	7	3	0.022	0.0399	0.890202	0.222097	0.794453
m.20256	148	1	0	0	1	1	0	-0.384	-0.3495	1.000000	0.491606	0.674897
m.2026	290	0	2	0	0	0	0	-0.144	-0.1281	0.993336	0.349932	0.765873
m.20279	200	0	1	0	1	0	0	-0.168	-0.1728	0.998521	0.382657	0.752820
m.2030	436	1	11	0	5	4	6	1.257	1.5749	0.000003	0.000000	0.586049
m.20317	123	1	3	4	2	5	1	-0.672	-0.9214	0.532750	0.612286	0.153834
m.2032	373	11	8	21	16	20	21	-0.169	-0.5415	1.000000	0.567135	0.527610
m.20374	285	12	11	13	11	15	1	-0.164	-0.4361	1.000000	0.530991	0.617500
m.20468	481	0	1	1	0	1	0	-0.505	-0.4584	1.000000	0.539667	0.600334
m.20487	290	2	0	1	4	2	0	0.493	0.6494	0.052526	0.007981	0.698165
m.2050	233	0	8	3	4	6	7	0.211	0.2972	0.424166	0.074785	0.778299
m.20506	179	6	7	4	7	6	4	0.422	0.7881	0.017997	0.002600	0.669271
m.20509	361	4	8	6	5	6	3	-0.178	-0.3136	1.000000	0.472529	0.694632
m.20530	217	0	0	0	0	1	0	-0.345	-0.3323	1.000000	0.482669	0.684632
m.20599	102	0	0	0	1	1	4	-0.039	-0.0395	0.960605	0.282169	0.784944
m.20617	373	1	2	6	3	2	3	-0.491	-0.7077	0.924049	0.601854	0.352272
m.20656	236	14	2	7	3	5	9	-0.768	-1.0727	0.271501	0.605114	0.070525
m.2066	222	0	0	0	1	1	0	-0.365	-0.3370	1.000000	0.485148	0.682023
m.20660	110	0	0	0	0	1	0	-0.416	-0.3885	1.000000	0.510488	0.650829
m.2067	217	0	12	6	13	2	6	0.743	1.4938	0.000009	0.000001	0.590142
m.20683	314	1	0	0	0	2	1	-0.253	-0.2412	1.000000	0.429164	0.728052
m.20684	130	0	0	3	0	1	3	-0.948	-0.9863	0.407050	0.610059	0.112226
m.207	457	1	2	3	0	2	3	-0.936	-0.9877	0.404544	0.609993	0.111430
m.20764	128	0	0	0	0	0	1	-0.257	-0.2398	1.000000	0.428263	0.728621
m.20784	421	0	1	1	0	0	0	-0.507	-0.4667	1.000000	0.542749	0.593689
m.20818	279	5	0	4	1	1	0	-1.313	-1.4322	0.028706	0.582297	0.005569
m.20823	136	2	3	1	1	3	0	-0.450	-0.4625	1.000000	0.541199	0.597069
m.20828	231	3	3	4	3	7	3	-0.278	-0.3770	1.000000	0.505118	0.658221
m.2085	249	2	0	0	0	0	0	-0.499	-0.4681	1.000000	0.543262	0.592554
m.20898	435	8	15	9	8	17	12	-0.038	-0.0760	0.978789	0.310312	0.778166
m.20912	285	0	1	0	1	1	1	-0.077	-0.0723	0.977286	0.307464	0.778922
m.20916	317	15	23	19	26	24	22	0.315	1.0492	0.001637	0.000214	0.628199
m.20918	315	5	9	4	11	6	7	0.923	1.5812	0.000003	0.000000	0.585754
m.20924	380	9	10	7	13	6	9	0.569	1.2757	0.000139	0.000016	0.604767
m.20930	647	67	102	91	114	104	94	0.225	1.4731	0.000012	0.000001	0.591282
m.20941	628	13	21	18	16	14	15	-0.088	-0.2623	0.999997	0.442462	0.719134
m.20945	770	10	8	7	8	14	6	0.125	0.2481	0.520130	0.095450	0.786199
m.20950	164	1	0	0	0	2	0	-0.309	-0.2989	1.000000	0.464248	0.702082
m.20951	166	0	0	0	0	3	0	-0.257	-0.2454	1.000000	0.431853	0.726328
m.20957	639	33	29	37	27	32	33	-0.303	-1.1411	0.191083	0.600457	0.047009
m.20959	229	15	25	13	26	18	7	0.678	2.1913	0.000000	0.000000	0.566801
m.20967	304	3	6	3	4	1	0	0.194	0.2813	0.454460	0.081082	0.781049
m.20978	138	13	13	10	15	12	13	0.392	0.9655	0.003729	0.000503	0.639552
m.20979	350	0	3	3	3	3	0	-0.079	-0.1050	0.988279	0.332506	0.771705
m.20992	502	2	1	3	3	1	0	0.001	0.0015	0.930020	0.250774	0.790754
m.21	461	47	80	87	77	65	94	-0.097	-0.6724	0.958786	0.596627	0.390718
m.21000	372	10	16	16	13	14	10	-0.183	-0.5110	1.000000	0.557907	0.555877
m.21001	182	0	0	0	0	1	1	-0.249	-0.2325	1.000000	0.423529	0.731545
m.21002	259	2	2	7	0	5	1	-1.578	-1.9747	0.000115	0.564702	0.000019
m.21013	777	0	0	0	0	1	3	-0.193	-0.1860	0.999230	0.392003	0.748507
m.21018	369	3	3	7	4	3	3	-0.628	-1.0562	0.294347	0.606172	0.077379
m.21023	149	3	3	3	1	3	1	-0.846	-0.8518	0.678863	0.612388	0.208954
m.21024	188	4	3	3	6	5	3	0.651	0.9605	0.003911	0.000529	0.640281
m.21046	141	3	3	3	3	4	6	0.060	0.0811	0.834941	0.192651	0.796543
m.21047	294	7	9	9	9	14	9	-0.001	-0.0013	0.932487	0.252899	0.790418
m.21052	665	1	4	3	1	4	1	-0.769	-0.8647	0.651786	0.612585	0.197927
m.2107	529	16	15	19	23	18	21	0.175	0.5486	0.105105	0.016535	0.721718
m.21074	449	3	3	3	3	4	0	-0.049	-0.0663	0.974695	0.302841	0.780114
m.21131	238	0	1	3	0	3	0	-0.992	-1.1153	0.218839	0.602247	0.055004
m.21152	377	8	7	10	4	9	6	-0.852	-1.6382	0.004689	0.573465	0.000828
m.21153	225	3	6	6	7	7	7	0.191	0.3424	0.343668	0.058868	0.769624
m.21167	266	1	0	0	0	0	0	-0.248	-0.2268	1.000000	0.419790	0.733778
m.21179	265	20	25	19	28	21	27	0.354	1.2676	0.000152	0.000018	0.605442
m.21180	384	2	1	1	4	2	0	0.573	0.7435	0.025779	0.003787	0.678034
m.212	347	4	5	7	4	6	6	-0.529	-0.8456	0.691765	0.612255	0.214380
m.21217	277	2	1	1	1	2	1	-0.385	-0.4263	1.000000	0.526993	0.624728
m.21223	127	1	2	4	3	5	4	-0.397	-0.5628	1.000000	0.573029	0.506850
m.21227	279	3	1	3	1	0	3	-0.832	-0.8642	0.652843	0.612579	0.198348
m.21267	565	1	0	1	3	2	0	0.523	0.6231	0.063379	0.009719	0.704148
m.21268	784	3	10	9	0	8	6	-1.790	-2.0441	0.000049	0.563546	0.000008
m.21281	322	0	2	0	0	3	0	-0.152	-0.1438	0.995750	0.361596	0.761557
m.21313	552	10	19	18	18	25	21	0.051	0.1609	0.695936	0.141209	0.795170
m.21346	340	11	9	10	8	9	9	-0.241	-0.5115	1.000000	0.558066	0.555428
m.2136	361	0	4	1	1	0	1	-0.509	-0.4973	1.000000	0.553448	0.567989
