Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.17386	142	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	-0.799	-0.6635	0.992019	0.486116	0.990545
m.17418	331	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.545	-0.5150	0.999870	0.395020	0.993236
m.17427	215	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	-0.743	-0.6074	0.996822	0.456209	0.991294
m.17435	484	10	15	15	15	9	11	17	12	16	18	11	12	11	13	14	10	1.587	1.7636	0.000000	0.000000	0.619252
m.17466	666	9	12	12	12	10	12	12	10	14	12	8	18	11	18	15	6	1.413	1.1499	0.000000	0.000000	0.664231
m.17473	414	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.700	-0.6470	0.993465	0.477891	0.990683
m.17476	386	0	1	1	1	1	0	0	0	1	1	1	0	1	1	2	2	-0.391	-0.4138	0.982728	0.313817	0.993394
m.17496	405	2	2	3	2	2	4	4	1	4	3	4	3	4	3	5	4	0.498	0.4397	0.007397	0.000493	0.789522
m.17508	148	0	1	1	1	0	1	0	1	0	2	1	1	1	1	1	1	-0.435	-0.4180	0.984130	0.317387	0.993476
m.17509	429	3	3	4	3	3	3	3	2	3	4	5	5	3	3	3	4	0.664	0.6563	0.000400	0.000025	0.741087
m.17514	369	1	3	2	2	1	1	1	1	1	1	1	1	1	1	3	1	-0.465	-0.4629	0.994947	0.354657	0.993808
m.17521	185	12	14	19	17	9	11	17	12	16	18	15	15	15	17	16	17	1.916	2.4945	0.000000	0.000000	0.599673
m.17527	348	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	-0.390	-0.3803	0.968756	0.285025	0.992365
m.17547	505	6	5	6	6	6	7	7	6	6	7	5	5	7	4	6	3	0.974	0.8433	0.000020	0.000001	0.706947
m.17560	348	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	-0.870	-0.8011	0.984899	0.537784	0.993422
m.17562	293	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	2	-0.462	-0.4352	0.989130	0.331877	0.993716
m.17572	133	4	3	3	4	3	2	3	3	2	3	3	3	2	3	4	5	0.478	0.4326	0.008053	0.000539	0.791304
m.17577	207	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-0.581	-0.5322	1.000000	0.407487	0.992910
m.17582	562	2	8	4	8	2	3	7	4	7	7	2	7	6	6	4	1	1.335	1.1827	0.000000	0.000000	0.660571
m.17587	233	2	1	1	3	1	3	2	1	1	1	1	1	2	2	4	2	-0.313	-0.2947	0.905310	0.211626	0.986173
m.17595	424	5	8	10	10	6	6	9	8	9	10	8	9	11	12	7	4	0.801	0.7464	0.000099	0.000006	0.723846
m.17598	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.913	-0.9089	0.993991	0.561198	0.999323
m.17599	105	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	-0.432	-0.3821	0.969644	0.286582	0.992438
m.17609	155	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.531	-0.4970	0.998914	0.381493	0.993520
m.1761	2437	0	5	6	2	2	4	2	2	2	8	2	2	10	2	12	4	0.794	0.6876	0.000250	0.000015	0.734925
m.17615	183	1	2	1	3	2	2	1	1	1	1	1	1	2	2	1	0	-0.505	-0.4511	0.992790	0.345047	0.993810
m.17619	306	0	0	0	0	0	0	0	1	3	0	1	1	0	1	0	1	-0.741	-0.6586	0.992456	0.483722	0.990577
m.17634	303	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	-0.758	-0.6421	0.993908	0.475358	0.990740
m.17642	405	3	4	6	3	3	2	3	3	7	3	5	4	4	5	5	5	1.140	0.9713	0.000002	0.000000	0.687163
m.17646	144	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	-0.833	-0.7871	0.984888	0.533776	0.992774
m.17653	215	3	3	5	5	2	3	4	3	3	5	2	2	3	2	4	3	0.074	0.0602	0.258798	0.025002	0.902242
m.17655	964	2	2	2	4	1	0	5	0	1	1	0	2	3	1	2	0	-0.254	-0.2491	0.851949	0.174778	0.980473
m.17662	137	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	-0.620	-0.6347	0.994548	0.471452	0.990836
m.17663	669	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.799	-0.7501	0.985858	0.521919	0.991438
m.17682	122	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	-0.569	-0.5018	0.999241	0.385146	0.993451
m.17683	465	1	1	3	1	1	1	1	2	0	1	0	0	1	0	2	0	-0.783	-0.6898	0.989774	0.498267	0.990506
m.17686	418	4	5	0	6	2	2	4	2	4	0	0	2	1	1	0	0	-0.449	-0.4029	0.978757	0.304502	0.993133
m.17688	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.753	-0.7347	0.986628	0.516410	0.991054
m.17700	509	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	-0.939	-0.8398	0.986193	0.547618	0.995528
m.17718	670	5	9	7	9	3	5	8	6	15	13	9	15	11	13	14	8	1.169	1.2725	0.000000	0.000000	0.651357
m.17739	255	8	9	15	10	6	9	8	11	8	12	9	8	10	9	11	10	2.066	1.8223	0.000000	0.000000	0.616927
m.17758	659	1	0	0	1	1	1	2	0	1	2	0	0	1	1	1	0	-0.507	-0.4380	0.989851	0.334213	0.993741
m.17769	574	0	3	1	1	0	0	2	3	2	1	2	2	1	4	3	2	-0.028	-0.0265	0.425231	0.048369	0.929253
m.17776	322	1	1	0	1	3	2	2	1	2	3	3	1	3	1	2	1	-0.281	-0.2665	0.874045	0.188538	0.982856
m.17784	409	1	1	0	2	0	0	0	0	0	0	1	1	0	1	1	1	-0.682	-0.6077	0.996794	0.456384	0.991288
m.17789	102	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-0.592	-0.5050	0.999413	0.387564	0.993403
m.17794	846	13	17	22	12	12	12	13	14	23	18	17	25	19	20	17	13	1.525	1.7040	0.000000	0.000000	0.621837
m.17804	580	6	15	14	13	8	7	14	7	16	11	14	19	10	16	11	10	2.033	2.5415	0.000000	0.000000	0.598910
m.17812	263	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	-0.683	-0.6285	0.995099	0.468106	0.990927
m.17821	322	21	28	27	27	19	23	30	29	31	25	25	25	22	30	26	22	3.136	3.3082	0.000000	0.000000	0.590681
m.17836	548	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-0.888	-0.7697	0.985177	0.528435	0.992074
m.17857	135	3	0	1	1	1	1	0	2	2	2	0	0	2	1	1	0	-0.150	-0.1463	0.679394	0.103917	0.961215
m.17859	221	1	2	1	2	1	1	2	0	0	1	1	1	1	0	1	0	-0.557	-0.4598	0.994423	0.352147	0.993814
m.17885	208	3	4	3	3	3	4	3	2	4	5	2	3	4	3	4	3	0.526	0.4753	0.004781	0.000313	0.780788
m.17895	500	3	4	3	4	3	3	4	5	2	3	8	6	6	5	5	4	0.859	0.8841	0.000010	0.000001	0.700328
m.17897	385	1	3	1	1	1	1	4	0	2	2	2	2	2	1	2	1	-0.113	-0.1152	0.615746	0.086622	0.953764
m.17910	625	0	1	1	0	1	0	2	3	1	1	0	2	1	1	2	0	-0.351	-0.3180	0.927047	0.231273	0.988418
m.1793	310	0	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	-0.220	-0.2200	0.810173	0.152775	0.975911
m.17930	292	1	0	0	0	1	1	0	1	1	1	0	1	2	1	1	0	-0.654	-0.5941	0.997804	0.448306	0.991562
m.17939	224	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	-0.646	-0.5289	1.000000	0.405131	0.992975
m.1796	557	5	13	11	11	7	7	10	8	14	10	11	11	9	11	13	12	1.153	1.0680	0.000000	0.000000	0.674098
m.17967	175	2	1	3	1	1	1	2	1	1	2	2	2	2	2	1	1	-0.482	-0.4811	0.997456	0.369165	0.993701
m.17970	233	1	2	1	1	0	0	2	1	3	3	1	3	2	2	1	0	-0.008	-0.0074	0.385573	0.042145	0.923486
m.17977	658	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	-0.737	-0.6731	0.991167	0.490686	0.990503
m.17984	639	5	9	7	7	7	6	7	8	8	7	8	6	6	8	6	5	1.119	1.1790	0.000000	0.000000	0.660976
m.17992	724	5	13	13	11	8	7	11	12	12	8	10	9	11	8	11	9	1.682	1.5826	0.000000	0.000000	0.627987
m.18001	225	2	0	3	0	1	0	0	2	0	0	0	0	1	0	1	0	-0.697	-0.7567	0.985591	0.524174	0.991634
m.18002	175	0	0	0	0	1	2	2	0	2	0	0	1	1	0	0	1	-0.631	-0.5854	0.998379	0.442968	0.991748
m.18003	350	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.657	-0.5641	0.999500	0.429340	0.992221
m.18008	238	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	-0.369	-0.3373	0.942401	0.247813	0.989949
m.18009	870	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-0.567	-0.4780	0.997084	0.366723	0.993727
m.1802	545	0	0	2	0	1	0	1	1	1	1	0	1	1	1	0	0	-0.735	-0.7390	0.986394	0.517984	0.991151
m.18040	327	4	7	7	6	8	7	6	5	9	7	7	7	9	7	8	5	0.980	0.9109	0.000006	0.000000	0.696140
m.18048	376	5	10	11	10	9	6	7	5	10	7	12	8	6	15	9	10	1.211	1.3504	0.000000	0.000000	0.644289
m.1806	594	1	1	1	1	0	0	1	0	2	1	0	1	2	2	2	0	-0.388	-0.3679	0.962197	0.274285	0.991802
m.18060	194	0	0	1	1	0	0	1	0	2	1	2	1	1	2	1	0	-0.711	-0.6007	0.997328	0.452267	0.991426
m.18062	181	1	3	4	5	3	3	3	6	4	3	7	5	4	5	4	5	1.258	1.1944	0.000000	0.000000	0.659304
m.18064	292	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	-0.662	-0.6850	0.990175	0.496136	0.990495
m.18070	421	2	2	2	1	2	3	1	3	1	3	1	1	0	1	1	3	-0.457	-0.4373	0.989677	0.333630	0.993735
m.1809	261	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	-0.722	-0.6427	0.993845	0.475670	0.990732
m.18090	289	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	-0.693	-0.6701	0.991443	0.489275	0.990513
m.1811	272	6	6	4	7	6	6	5	3	6	4	5	4	6	5	5	7	0.659	0.6047	0.000848	0.000053	0.751670
m.18144	177	0	1	3	0	0	0	1	1	2	1	1	1	0	2	1	4	-0.448	-0.4156	0.983352	0.315348	0.993430
m.18155	470	9	5	6	5	8	6	8	3	5	7	5	7	7	8	7	5	0.722	0.6300	0.000589	0.000036	0.746413
m.1816	454	1	2	0	2	1	1	3	0	1	1	0	0	2	0	1	0	-0.676	-0.6315	0.994841	0.469733	0.990882
m.18174	206	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-0.509	-0.4380	0.989851	0.334213	0.993741
m.18183	178	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.740	-0.6862	0.990056	0.496672	0.990497
m.18203	117	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.606	-0.5112	0.999728	0.392204	0.993302
m.18216	767	0	1	0	0	0	0	2	0	3	1	0	4	3	3	4	1	0.232	0.2351	0.065045	0.005049	0.846522
m.18230	315	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-0.491	-0.4960	0.998824	0.380728	0.993533
m.18280	786	2	5	5	4	3	3	4	2	1	2	0	2	3	2	4	0	0.114	0.1157	0.175913	0.015644	0.884332
m.18288	378	2	4	1	2	0	1	4	2	3	3	3	5	2	4	3	4	0.500	0.4906	0.003943	0.000256	0.777135
m.18294	121	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	-0.706	-0.6898	0.989774	0.498267	0.990506
m.18326	402	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.638	-0.5620	0.999587	0.427954	0.992268
m.18336	196	3	3	2	2	2	2	3	4	3	1	1	5	2	2	1	1	-0.113	-0.1114	0.607738	0.084650	0.952807
m.1834	596	8	7	7	6	6	4	7	7	7	6	10	6	6	5	8	11	1.422	1.7763	0.000000	0.000000	0.618731
m.18355	140	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	-1.108	-1.0516	0.999931	0.577202	0.999999
m.18362	249	2	3	5	4	1	0	4	6	7	5	6	6	4	9	5	6	1.052	0.8933	0.000008	0.000000	0.698876
m.18366	538	6	9	9	6	7	5	9	6	6	8	6	6	8	8	6	3	1.384	1.5631	0.000000	0.000000	0.629107
m.18370	247	1	2	0	1	0	1	1	1	0	1	1	1	1	0	0	0	-0.883	-0.8069	0.984966	0.539372	0.993711
m.18373	191	2	0	4	0	2	3	0	2	1	1	0	1	0	2	0	1	-0.622	-0.6390	0.994172	0.473733	0.990778
m.18387	243	3	3	3	2	2	2	2	4	0	3	1	0	2	0	3	0	-0.432	-0.3821	0.969644	0.286582	0.992438
m.1839	150	2	1	0	1	2	2	1	0	0	0	2	0	0	0	0	1	-0.561	-0.5158	0.999897	0.395610	0.993222
m.184	376	86	122	117	113	85	89	121	101	142	109	126	143	109	137	110	104	4.168	5.9567	0.000000	0.000000	0.583978
m.18406	213	2	1	3	1	2	1	0	2	2	2	1	3	1	3	3	2	0.054	0.0508	0.274865	0.026972	0.905251
m.18408	135	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	-0.709	-0.6921	0.989596	0.499275	0.990514
m.18439	485	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	-0.545	-0.4714	0.996235	0.361483	0.993772
m.1846	234	0	1	0	0	0	0	1	0	1	0	2	1	0	0	1	1	-0.369	-0.3527	0.953027	0.261116	0.990967
m.18462	162	0	0	0	1	2	1	1	0	0	1	1	0	1	1	1	0	-0.496	-0.4294	0.987586	0.327016	0.993652
m.18470	326	5	9	3	6	4	4	6	5	6	3	5	5	2	5	5	5	0.738	0.7498	0.000094	0.000006	0.723225
m.18491	290	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	-0.666	-0.5820	0.998573	0.440845	0.991822
m.18493	251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-0.571	-0.5379	1.000000	0.411515	0.992794
m.1850	391	1	2	2	1	0	1	2	1	1	3	0	1	0	0	1	1	-0.328	-0.2841	0.894209	0.202846	0.985005
m.18511	317	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.558	-0.5113	0.999732	0.392278	0.993300
m.18531	393	0	1	1	0	0	0	0	0	0	1	2	0	1	1	1	1	-0.492	-0.4647	0.995234	0.356110	0.993802
m.18543	325	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.613	-0.5441	1.000000	0.415836	0.992664
m.18550	321	2	3	2	4	3	4	2	4	3	4	2	2	2	4	2	2	0.230	0.2145	0.078401	0.006211	0.852874
m.18553	252	3	4	3	3	2	2	4	2	3	2	4	3	2	3	1	3	0.303	0.2988	0.035153	0.002580	0.827535
m.18556	357	10	10	10	7	11	9	9	9	7	9	8	9	7	8	9	7	1.185	1.1754	0.000000	0.000000	0.661372
m.18584	365	1	0	1	1	1	1	0	0	1	0	0	0	1	0	2	1	-0.367	-0.3541	0.953927	0.262328	0.991050
m.18619	214	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	-0.484	-0.4877	0.998125	0.374324	0.993635
m.1862	270	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	2	-0.571	-0.5812	0.998633	0.440343	0.991840
m.1866	1135	3	2	4	6	2	3	3	5	6	4	8	5	3	4	4	6	1.011	1.0198	0.000001	0.000000	0.680412
m.18667	123	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	-0.688	-0.6218	0.995651	0.464413	0.991034
m.18729	206	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	-0.815	-0.8052	0.984945	0.538911	0.993625
m.1874	125	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.756	-0.6981	0.989117	0.501863	0.990546
m.18748	201	4	4	4	5	5	6	4	4	4	6	5	5	5	5	5	5	0.892	0.9636	0.000002	0.000000	0.688272
m.18767	961	3	2	0	5	4	4	1	3	2	3	1	4	5	2	7	1	0.428	0.4346	0.007863	0.000526	0.790801
m.1881	292	7	18	16	15	8	8	16	13	15	9	24	18	8	18	13	23	1.430	1.2966	0.000000	0.000000	0.649080
m.18818	131	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	-0.624	-0.5449	1.000000	0.416389	0.992647
m.18819	1444	19	22	29	29	19	19	24	20	24	28	23	25	29	21	29	25	1.771	1.2173	0.000000	0.000000	0.656883
m.18825	839	21	28	23	22	21	21	20	26	29	21	22	24	21	28	20	20	1.180	1.0129	0.000001	0.000000	0.681348
m.18834	354	2	2	2	2	3	3	2	3	3	3	2	3	4	1	4	1	0.226	0.2228	0.072771	0.005717	0.850303
m.1884	645	2	2	1	3	3	3	1	1	2	4	1	1	3	2	5	3	0.165	0.1467	0.138728	0.011852	0.874336
m.18862	137	2	0	1	0	3	1	0	1	3	4	4	3	2	3	2	3	0.207	0.1701	0.114819	0.009540	0.866849
m.1889	383	0	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	-0.642	-0.6289	0.995061	0.468324	0.990921
m.18898	207	6	7	6	8	7	8	7	6	5	8	6	6	8	7	8	6	1.317	1.3125	0.000000	0.000000	0.647622
m.18909	204	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	-0.315	-0.3263	0.933935	0.238363	0.989112
m.18940	324	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	-0.879	-0.7599	0.985464	0.525245	0.991735
m.18969	102	0	2	2	1	0	0	2	3	2	2	1	1	2	2	2	1	-0.394	-0.3981	0.976833	0.300381	0.992997
m.1897	265	3	1	2	1	1	1	2	1	2	1	5	2	1	2	2	5	0.052	0.0479	0.279935	0.027604	0.906177
m.18995	284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.648	-0.5544	0.999858	0.422875	0.992438
m.18998	315	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	-0.754	-0.6085	0.996720	0.456849	0.991273
m.190	135	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	-0.716	-0.5938	0.997827	0.448124	0.991568
m.19020	385	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-0.882	-0.8652	0.988178	0.553158	0.997039
m.1903	378	2	2	2	3	2	4	2	3	2	2	4	4	4	4	3	4	0.584	0.4994	0.003524	0.000228	0.775061
m.19033	252	15	18	19	21	14	15	19	15	18	19	14	20	18	17	18	16	2.227	2.8756	0.000000	0.000000	0.594558
m.19068	541	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.590	-0.5541	0.999867	0.422672	0.992445
m.19079	424	1	0	1	1	0	0	1	1	1	3	0	1	1	2	1	0	-0.596	-0.4819	0.997540	0.369794	0.993693
m.19080	266	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	2	-0.523	-0.4890	0.998261	0.375333	0.993620
m.19105	387	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	-0.617	-0.5265	1.000000	0.403407	0.993022
m.19106	321	1	0	0	0	0	0	1	1	1	1	0	1	2	0	2	1	-0.449	-0.4165	0.983651	0.316113	0.993448
m.1911	462	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	-0.929	-0.9004	0.992607	0.559771	0.998956
m.19148	194	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-0.402	-0.3692	0.962922	0.275412	0.991866
m.19151	186	2	8	7	8	2	3	7	4	5	5	6	7	6	7	6	4	1.322	1.3377	0.000000	0.000000	0.645384
m.19166	267	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	-0.730	-0.7095	0.988263	0.506621	0.990645
m.19195	126	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	-0.402	-0.3969	0.976328	0.299349	0.992960
m.19225	469	5	9	4	6	5	4	4	2	4	3	3	7	3	2	4	2	0.804	0.7095	0.000178	0.000011	0.730724
m.19242	719	8	4	7	5	9	8	3	6	9	10	6	9	8	7	10	5	1.539	1.3229	0.000000	0.000000	0.646688
m.1925	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.600	-0.5572	0.999756	0.424757	0.992376
m.19271	554	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	-0.551	-0.5057	0.999461	0.388090	0.993392
m.19281	105	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	-0.646	-0.6112	0.996530	0.458410	0.991222
m.1931	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.855	-0.7043	0.988639	0.504477	0.990593
m.1936	223	3	3	1	2	2	2	2	1	2	1	1	2	2	1	1	0	-0.486	-0.4296	0.987641	0.327184	0.993655
m.19360	173	3	3	2	4	3	4	3	3	5	3	5	5	4	4	3	5	0.664	0.5435	0.001976	0.000126	0.764954
m.19365	277	6	3	4	4	4	3	4	6	4	5	3	5	7	5	6	7	0.720	0.6073	0.000817	0.000051	0.751123
m.19391	189	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	-0.527	-0.5152	0.999878	0.395168	0.993232
m.19416	143	2	3	5	2	2	3	3	3	7	3	5	6	5	7	3	3	1.113	1.0305	0.000001	0.000000	0.678977
m.19419	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.487	-0.4451	0.991513	0.340105	0.993788
m.19423	152	0	1	1	1	1	1	2	0	1	0	2	2	0	1	0	1	-0.583	-0.5721	0.999136	0.434550	0.992042
m.19446	282	2	1	1	0	2	2	2	3	3	4	0	1	4	2	2	3	-0.146	-0.1286	0.643623	0.093823	0.957058
m.19454	152	2	2	3	2	2	1	2	2	2	1	3	1	2	2	2	1	0.044	0.0398	0.294368	0.029436	0.908756
m.19455	354	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.580	-0.5664	0.999404	0.430849	0.992169
m.19460	144	5	4	5	5	5	6	5	3	5	6	4	6	5	6	5	6	0.949	0.8616	0.000015	0.000001	0.703942
m.19461	242	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-0.632	-0.5520	0.999904	0.421250	0.992491
m.19463	429	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.780	-0.6067	0.996883	0.455801	0.991308
m.19469	629	0	1	2	0	0	1	0	0	1	0	1	1	1	1	0	0	-0.490	-0.4643	0.995173	0.355787	0.993804
m.19483	336	1	0	0	1	2	2	0	0	0	1	1	0	1	0	1	0	-0.454	-0.4362	0.989393	0.332712	0.993726
m.19487	501	2	2	3	2	1	2	3	2	2	2	1	1	1	1	2	1	-0.237	-0.2230	0.814757	0.154979	0.976414
m.19494	241	1	2	1	2	1	2	1	1	0	1	1	1	1	1	2	1	-0.452	-0.4622	0.994825	0.354091	0.993809
m.19495	508	7	6	8	8	10	9	8	9	11	7	6	9	9	8	9	4	1.399	1.5115	0.000000	0.000000	0.632273
m.19496	684	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	-0.536	-0.5283	1.000000	0.404701	0.992987
m.195	212	0	0	2	0	0	0	1	1	0	0	0	1	1	0	1	0	-0.465	-0.3999	0.977563	0.301928	0.993050
m.1950	311	3	3	4	4	2	4	4	3	1	4	2	2	2	2	5	4	0.245	0.2569	0.053031	0.004034	0.839908
m.19503	183	1	0	0	0	0	0	0	1	0	0	1	2	1	1	2	1	-0.483	-0.4741	0.996586	0.363633	0.993756
m.19510	516	12	15	13	12	12	15	11	16	10	15	13	11	16	11	14	13	1.849	1.7087	0.000000	0.000000	0.621624
m.19514	1648	5	1	1	2	3	5	3	3	2	5	3	4	4	4	3	1	0.449	0.4064	0.010954	0.000745	0.798002
m.19531	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.861	-0.7486	0.985929	0.521398	0.991396
m.19534	303	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.639	-0.6300	0.994946	0.468922	0.990904
m.19535	181	2	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	-0.776	-0.6371	0.994354	0.472729	0.990803
m.19543	104	0	1	0	1	0	0	1	2	1	0	1	2	0	0	0	0	-0.598	-0.5458	1.000000	0.417010	0.992627
m.19558	268	1	1	4	2	2	0	2	2	2	0	2	3	1	3	2	2	0.007	0.0073	0.355991	0.037794	0.918963
m.19561	251	2	2	0	2	2	2	1	0	0	2	0	0	0	0	1	0	-0.637	-0.5936	0.997842	0.448003	0.991573
m.19580	222	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	-0.712	-0.6364	0.994418	0.472358	0.990813
m.19587	374	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.829	-0.7659	0.985283	0.527214	0.991938
m.19593	255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.621	-0.6082	0.996745	0.456675	0.991279
m.19597	531	10	13	12	9	9	9	11	7	10	7	9	7	11	8	10	6	1.577	1.6551	0.000000	0.000000	0.624157
m.19598	1537	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	-0.575	-0.5376	1.000000	0.411304	0.992800
m.196	258	2	3	5	3	2	2	3	4	3	2	2	3	2	1	2	2	-0.096	-0.0855	0.552295	0.072018	0.946044
m.19610	677	3	4	4	4	3	3	4	4	2	3	2	2	2	1	5	1	0.109	0.0986	0.199215	0.018145	0.889861
m.19621	362	1	5	4	5	1	1	3	7	0	0	5	0	0	0	0	3	-0.236	-0.2361	0.834029	0.164782	0.978524
m.19647	482	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	-0.555	-0.5129	0.999778	0.393466	0.993273
m.19657	547	2	2	2	1	2	1	1	2	3	2	2	1	1	3	2	1	-0.046	-0.0426	0.459484	0.054141	0.934001
m.19661	333	9	8	7	8	8	9	8	9	10	8	9	10	8	9	11	8	1.496	1.6490	0.000000	0.000000	0.624461
m.19674	317	5	4	8	6	6	4	5	6	4	5	4	4	6	4	5	5	0.821	0.9728	0.000002	0.000000	0.686948
m.19685	242	0	2	3	3	1	1	3	0	1	2	0	1	2	2	2	0	-0.324	-0.2565	0.861607	0.180579	0.981518
m.19688	311	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	-0.560	-0.5039	0.999357	0.386734	0.993420
m.19695	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.488	-0.4247	0.986230	0.323058	0.993588
m.19700	101	2	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	-0.510	-0.4190	0.984461	0.318235	0.993495
m.19704	127	1	2	3	2	1	0	1	1	3	2	0	2	1	2	2	0	-0.058	-0.0625	0.502434	0.061971	0.939706
m.19708	361	2	7	3	4	4	3	5	3	7	5	6	6	5	9	4	5	0.815	0.6886	0.000246	0.000015	0.734731
m.19722	109	1	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	-0.826	-0.7627	0.985380	0.526170	0.991828
m.19726	448	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	-0.633	-0.5090	0.999608	0.390564	0.993338
m.1973	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.570	-0.5788	0.998765	0.438829	0.991893
m.19748	107	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.631	-0.5664	0.999404	0.430849	0.992169
m.19751	156	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-0.797	-0.7204	0.987496	0.510976	0.990789
