Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.1911	462	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	-0.376	-0.3649	0.979753	0.30862	0.998716
m.19148	194	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-0.719	-0.6927	1	0.545856	1
m.19151	186	2	8	7	8	2	3	7	4	5	5	6	7	6	7	6	4	0.904	0.8224	0.000051	0.000004	0.748145
m.19166	267	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	-0.639	-0.539	1	0.456125	0.999986
m.19195	126	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	1	-0.288	-0.2551	0.901078	0.208282	0.992149
m.19225	469	5	9	4	6	5	4	4	2	4	3	3	7	3	2	4	2	0.645	0.6316	0.000889	0.000063	0.781366
m.19242	719	8	4	7	5	9	8	3	6	9	10	6	9	8	7	10	5	0.5	0.4475	0.009076	0.000689	0.820223
m.1925	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.665	-0.603	0.999947	0.498607	0.999999
m.19271	554	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	-0.496	-0.4437	0.997603	0.379941	0.999913
m.19281	105	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	-1.029	-0.938	0.999997	0.615214	1
m.1931	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.726	-0.7017	1	0.549841	1
m.1936	223	3	3	1	2	2	2	2	1	2	1	1	2	2	1	1	0	-0.483	-0.4106	0.992761	0.350584	0.99964
m.19360	173	3	3	2	4	3	4	3	3	5	3	5	5	4	4	3	5	0.508	0.4102	0.013774	0.001071	0.829132
m.19365	277	6	3	4	4	4	3	4	6	4	5	3	5	7	5	6	7	0.604	0.5083	0.004427	0.000325	0.806501
m.19391	189	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	-0.684	-0.5785	0.999864	0.483219	0.999989
m.19416	143	2	3	5	2	2	3	3	3	7	3	5	6	5	7	3	3	0.924	0.815	0.000058	0.000004	0.749318
m.19419	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.806	-0.7444	1	0.567012	1
m.19423	152	0	1	1	1	1	1	2	0	1	0	2	2	0	1	0	1	-0.642	-0.5601	1	0.470947	0.999985
m.19446	282	2	1	1	0	2	2	2	3	3	4	0	1	4	2	2	3	0.064	0.0598	0.29463	0.031753	0.927335
m.19454	152	2	2	3	2	2	1	2	2	2	1	3	1	2	2	2	1	0.09	0.0728	0.271263	0.028683	0.923588
m.19455	354	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.619	-0.5063	1	0.431614	0.999987
m.19460	144	5	4	5	5	5	6	5	3	5	6	4	6	5	6	5	6	0.883	0.7509	0.000157	0.000011	0.759865
m.19461	242	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-0.309	-0.2563	0.902396	0.209327	0.992263
m.19463	429	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.957	-0.7962	1	0.584267	1
m.19469	629	0	1	2	0	0	1	0	0	1	0	1	1	1	1	0	0	-0.686	-0.6257	1	0.511899	1
m.19483	336	1	0	0	1	2	2	0	0	0	1	1	0	1	0	1	0	-0.707	-0.6143	1	0.505339	1
m.19487	501	2	2	3	2	1	2	3	2	2	2	1	1	1	1	2	1	-0.545	-0.4748	0.999754	0.406331	0.999986
m.19494	241	1	2	1	2	1	2	1	1	0	1	1	1	1	1	2	1	-0.476	-0.3883	0.987486	0.330255	0.999285
m.19495	508	7	6	8	8	10	9	8	9	11	7	6	9	9	8	9	4	1.027	0.7778	0.000103	0.000007	0.755355
m.19496	684	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	-0.937	-0.7722	1	0.576733	1
m.195	212	0	0	2	0	0	0	1	1	0	0	0	1	1	0	1	0	-0.666	-0.5517	1	0.465141	0.999985
m.1950	311	3	3	4	4	2	4	4	3	1	4	2	2	2	2	5	4	0.019	0.0202	0.372275	0.042788	0.938481
m.19503	183	1	0	0	0	0	0	0	1	0	0	1	2	1	1	2	1	-0.661	-0.5879	0.999849	0.489252	0.999994
m.19510	516	12	15	13	12	12	15	11	16	10	15	13	11	16	11	14	13	1.661	1.5238	0	0	0.677558
m.19514	1648	5	1	1	2	3	5	3	3	2	5	3	4	4	4	3	1	0.504	0.4468	0.009149	0.000695	0.820387
m.19531	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.615	-0.5549	1	0.467368	0.999985
m.19534	303	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.645	-0.5769	0.99986	0.482176	0.999989
m.19535	181	2	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	-0.949	-0.8665	0.999999	0.602235	1
m.19543	104	0	1	0	1	0	0	1	2	1	0	1	2	0	0	0	0	-0.732	-0.6765	1	0.538347	1
m.19558	268	1	1	4	2	2	0	2	2	2	0	2	3	1	3	2	2	-0.287	-0.3016	0.944248	0.24992	0.995837
m.19561	251	2	2	0	2	2	2	1	0	0	2	0	0	0	0	1	0	-0.731	-0.6157	1	0.506157	1
m.19580	222	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	-0.86	-0.7781	1	0.578657	1
m.19587	374	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.638	-0.5642	0.999961	0.473735	0.999985
m.19593	255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.855	-0.774	1	0.577325	1
m.19597	531	10	13	12	9	9	9	11	7	10	7	9	7	11	8	10	6	1.834	1.5802	0	0	0.674565
m.19598	1537	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	-0.461	-0.427	0.995554	0.365272	0.999807
m.196	258	2	3	5	3	2	2	3	4	3	2	2	3	2	1	2	2	0.092	0.0818	0.255757	0.026704	0.920974
m.19610	677	3	4	4	4	3	3	4	4	2	3	2	2	2	1	5	1	-0.265	-0.2395	0.882851	0.194878	0.990567
m.19621	362	1	5	4	5	1	1	3	7	0	0	5	0	0	0	0	3	-0.228	-0.2207	0.858272	0.179209	0.988418
m.19647	482	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	-1.003	-0.8629	0.999999	0.60145	1
m.19657	547	2	2	2	1	2	1	1	2	3	2	2	1	1	3	2	1	-0.175	-0.1484	0.737761	0.125024	0.977611
m.19661	333	9	8	7	8	8	9	8	9	10	8	9	10	8	9	11	8	1.03	1.0729	0.000001	0	0.714157
m.19674	317	5	4	8	6	6	4	5	6	4	5	4	4	6	4	5	5	0.973	0.8889	0.000017	0.000001	0.738029
m.19685	242	0	2	3	3	1	1	3	0	1	2	0	1	2	2	2	0	-0.312	-0.2439	0.888189	0.198624	0.991032
m.19688	311	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	-0.72	-0.638	1	0.518716	1
m.19695	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.537	-0.4892	1	0.418083	0.999988
m.19700	101	2	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	-0.737	-0.7244	1	0.559319	1
m.19704	127	1	2	3	2	1	0	1	1	3	2	0	2	1	2	2	0	-0.054	-0.0451	0.515143	0.067346	0.955567
m.19708	361	2	7	3	4	4	3	5	3	7	5	6	6	5	9	4	5	0.51	0.4253	0.011658	0.000898	0.82548
m.19722	109	1	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	-0.589	-0.5519	1	0.465281	0.999985
m.19726	448	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	-0.808	-0.7734	1	0.577129	1
m.1973	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.531	-0.4611	0.999032	0.394867	0.999969
m.19748	107	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.596	-0.5114	1	0.435556	0.999987
m.19751	156	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-0.584	-0.4534	0.998483	0.38831	0.99995
m.19764	354	3	4	5	5	4	2	4	4	5	3	5	5	3	4	4	4	0.304	0.2735	0.054947	0.004717	0.865031
m.19768	178	1	2	1	3	1	2	2	2	2	2	3	3	1	2	1	2	0.228	0.207	0.099169	0.009008	0.88408
m.19801	196	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.891	-0.8196	1	0.590896	1
m.19802	135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.679	-0.6204	1	0.508878	1
m.19805	110	4	4	5	3	4	5	4	4	5	4	4	5	5	4	5	6	0.573	0.5202	0.003825	0.000279	0.803925
m.19807	203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.772	-0.6722	1	0.536281	1
m.1983	176	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.858	-0.7944	1	0.583729	1
m.19866	117	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	-0.759	-0.6801	1	0.540054	1
m.19870	153	2	0	0	0	1	2	0	1	2	1	0	1	1	0	1	1	-0.525	-0.455	0.998601	0.389679	0.999954
m.19899	782	3	1	5	1	2	3	2	2	2	2	0	3	1	2	2	0	-0.166	-0.1368	0.714962	0.117348	0.975504
m.19914	123	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	-0.817	-0.7179	1	0.556688	1
m.19922	158	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	-0.748	-0.6518	1	0.526047	1
m.19923	914	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	-0.626	-0.4876	1	0.416793	0.999988
m.19927	386	0	6	3	1	1	1	3	1	2	2	1	2	2	2	2	1	-0.116	-0.0934	0.623449	0.091316	0.966758
m.19936	369	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.569	-0.4772	0.99985	0.408311	0.999987
m.19949	302	0	0	0	1	0	0	0	1	1	2	1	0	1	1	1	1	-0.832	-0.6761	1	0.538156	1
m.1996	868	10	12	8	11	10	10	12	7	8	13	6	7	14	4	11	4	1.166	1.1015	0	0	0.710983
m.19966	302	6	8	6	9	5	6	4	5	9	3	7	7	3	6	4	7	0.791	0.7958	0.000078	0.000005	0.752404
m.19978	746	3	3	4	4	3	6	6	4	4	4	4	4	2	5	5	3	0.847	0.7019	0.000326	0.000023	0.768395
m.19983	183	2	1	3	4	4	2	2	2	4	3	5	2	2	2	3	2	0.394	0.3299	0.031908	0.002624	0.84962
m.19991	861	12	7	14	8	9	12	6	12	3	7	15	5	7	5	9	10	1.352	1.2359	0	0	0.697821
m.19993	588	2	1	1	1	1	1	0	1	1	4	2	3	4	3	1	1	-0.042	-0.0346	0.491483	0.062812	0.952956
m.2	157	5	4	4	4	4	5	3	4	7	5	5	5	5	5	6	4	1.098	0.9685	0.000004	0	0.726954
m.20	400	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.636	-0.5284	1	0.448381	0.999986
m.200	1142	20	17	26	23	21	22	25	20	22	23	23	23	24	23	21	19	2.115	2.8483	0	0	0.645496
m.20009	465	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	-0.637	-0.6371	1	0.518226	1
m.20013	565	5	11	12	11	6	8	10	10	7	10	11	11	10	9	10	5	1.603	1.2943	0	0	0.692919
m.20041	230	9	14	17	16	9	10	16	15	18	17	17	19	17	19	17	17	2.304	2.6995	0	0	0.64673
m.20062	124	2	0	2	0	1	3	0	3	2	1	0	3	1	3	1	0	-0.22	-0.2328	0.87442	0.189229	0.989832
m.20081	531	0	2	3	3	1	1	3	1	5	1	4	3	2	3	2	2	0.214	0.2027	0.102827	0.009377	0.885336
m.2011	367	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	-0.506	-0.5062	1	0.431536	0.999987
m.20145	264	1	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	-0.429	-0.3835	0.986094	0.325837	0.999186
m.20155	114	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.592	-0.4626	0.999132	0.396135	0.999972
m.20175	165	1	1	1	1	1	2	2	1	2	3	2	3	3	3	3	2	0.179	0.1814	0.122589	0.011407	0.891591
m.202	101	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	-0.206	-0.1937	0.817964	0.157767	0.984856
m.2022	539	1	3	3	3	2	0	2	3	2	6	3	4	5	1	7	3	0.407	0.4585	0.007999	0.000604	0.817669
m.20248	122	0	0	0	0	0	0	0	1	0	1	2	1	1	0	1	2	-0.43	-0.3855	0.986687	0.32768	0.999229
m.20249	222	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-0.566	-0.4949	1	0.422645	0.999987
m.20253	281	2	2	2	1	3	3	1	2	2	2	1	2	3	2	2	1	0.001	0.0008	0.413295	0.049205	0.943752
m.20256	148	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	-0.636	-0.527	1	0.447344	0.999986
m.2026	290	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.506	-0.4401	0.997217	0.376806	0.999895
m.20279	200	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	-0.725	-0.6557	1	0.528059	1
m.2030	436	0	4	0	3	1	0	4	0	3	1	2	1	1	1	2	2	-0.3	-0.2807	0.926839	0.230942	0.994363
m.20317	123	0	0	2	2	0	1	1	1	1	2	0	0	1	1	2	1	-0.466	-0.4401	0.997217	0.376806	0.999895
m.2032	373	4	3	7	2	4	3	3	7	7	7	7	4	6	5	7	7	0.85	0.8641	0.000026	0.000002	0.741711
m.20374	285	4	3	5	3	4	4	5	4	3	5	1	4	5	4	5	0	0.779	0.724	0.000235	0.000016	0.764498
m.20468	481	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	-0.624	-0.5297	1	0.449341	0.999986
m.20487	290	2	0	1	0	0	0	0	0	0	0	0	1	1	3	1	0	-0.663	-0.5854	0.999844	0.487663	0.999992
m.2050	233	0	4	2	2	0	0	2	0	2	2	4	1	2	1	2	1	0.041	0.0341	0.344	0.038611	0.934622
m.20506	179	2	2	2	3	2	2	2	1	2	2	1	3	2	2	2	2	-0.214	-0.2	0.827892	0.16265	0.985738
m.20509	361	1	2	2	4	2	1	2	2	1	2	1	2	2	2	2	1	-0.312	-0.2692	0.915889	0.220671	0.993426
m.20530	217	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.84	-0.7294	1	0.561299	1
m.20599	102	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	-0.329	-0.2742	0.920773	0.22512	0.993845
m.20617	373	1	0	3	1	0	0	1	1	0	1	0	1	0	2	1	2	-0.597	-0.5151	1	0.43839	0.999987
m.20656	236	6	2	1	0	4	4	0	4	2	1	2	1	2	0	2	4	-0.128	-0.1197	0.679948	0.106581	0.972218
m.2066	222	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	-0.672	-0.631	1	0.514869	1
m.20660	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1.086	-0.872	0.999999	0.603407	1
m.2067	217	0	4	2	4	0	0	4	2	5	1	2	5	1	3	0	2	0.371	0.2996	0.042933	0.003611	0.857802
m.20683	314	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	-0.717	-0.6606	1	0.530549	1
m.20684	130	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	-0.63	-0.5945	0.999867	0.493392	0.999997
m.207	457	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	-0.71	-0.6662	1	0.533345	1
m.20764	128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.708	-0.5733	0.999888	0.479813	0.999987
m.20784	421	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.638	-0.5256	1	0.446303	0.999986
m.20818	279	2	0	2	0	1	2	0	1	0	0	0	0	1	1	0	0	-0.403	-0.3435	0.970357	0.288707	0.997983
m.20823	136	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	-0.624	-0.578	0.999864	0.482894	0.999989
m.20828	231	2	2	2	1	1	0	0	1	2	2	1	1	2	0	3	1	-0.037	-0.037	0.49688	0.063828	0.953558
m.2085	249	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.726	-0.6821	1	0.540992	1
m.20898	435	2	4	3	6	3	3	5	3	5	6	4	2	6	1	5	4	0.331	0.2613	0.061489	0.005331	0.868462
m.20912	285	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	-0.688	-0.5751	0.999879	0.480998	0.999988
m.20916	317	5	7	9	8	6	4	8	4	8	8	9	10	7	8	9	6	0.978	0.8936	0.000016	0.000001	0.737344
m.20918	315	0	3	2	3	3	2	3	1	4	2	2	4	2	3	2	3	0.167	0.1515	0.155252	0.014895	0.900429
m.20924	380	3	4	3	3	3	3	3	2	3	1	2	6	3	4	2	4	0.049	0.0448	0.322957	0.035624	0.93161
m.20930	647	23	33	32	33	20	24	36	29	39	37	33	38	34	37	33	30	1.658	2.1162	0	0	0.655565
m.20941	628	5	8	7	7	4	4	6	5	7	5	6	4	5	5	4	4	0.887	0.8161	0.000057	0.000004	0.749143
m.20945	770	4	1	4	3	4	2	4	1	3	5	2	4	3	1	6	2	0.497	0.381	0.018866	0.001496	0.836376
m.20950	164	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-0.634	-0.6001	0.999914	0.496842	0.999999
m.20951	166	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.952	-0.9316	0.999997	0.614238	1
m.20957	639	11	11	15	9	12	10	9	10	9	11	12	8	8	10	13	10	1.274	1.7781	0	0	0.665831
m.20959	229	4	10	5	8	5	6	7	4	8	4	4	10	7	8	7	1	0.91	0.8511	0.000032	0.000002	0.743685
m.20967	304	1	2	0	2	1	1	2	2	2	0	0	1	0	1	1	0	-0.352	-0.2848	0.930505	0.234636	0.994675
m.20978	138	4	4	4	5	4	5	4	3	4	4	5	6	3	5	5	4	0.449	0.3888	0.017363	0.001369	0.834418
m.20979	350	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	-0.773	-0.7097	1	0.553274	1
m.20992	502	1	0	1	1	1	0	0	1	1	0	0	2	1	0	0	0	-0.601	-0.5761	0.999873	0.481653	0.999988
m.21	461	16	26	27	27	14	17	27	31	23	21	30	31	22	23	22	33	2.182	1.2801	0	0	0.694069
m.21000	372	3	5	6	5	4	3	6	5	3	5	4	5	5	5	4	3	0.752	0.6741	0.000488	0.000034	0.773418
m.21001	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-0.699	-0.6173	1	0.507088	1
m.21002	259	0	0	3	1	1	1	1	2	0	1	1	0	2	0	2	0	-0.42	-0.3829	0.985914	0.325284	0.999173
m.21013	777	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	-0.846	-0.766	1	0.57466	1
m.21018	369	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	-0.536	-0.523	1	0.444361	0.999986
m.21023	149	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	-0.682	-0.6091	1	0.50227	1
m.21024	188	1	0	1	2	2	1	1	1	2	3	2	2	1	2	1	0	-0.178	-0.1566	0.753364	0.13063	0.979039
m.21046	141	1	1	2	1	1	1	1	0	1	1	2	1	1	1	2	2	-0.252	-0.202	0.83098	0.164216	0.986011
m.21047	294	0	3	4	3	3	4	3	2	3	5	3	3	4	3	5	3	0.288	0.2686	0.057499	0.004956	0.866405
m.21052	665	1	2	1	1	0	0	1	1	0	2	1	0	1	1	1	0	-0.624	-0.5856	0.999842	0.48779	0.999992
m.2107	529	4	3	7	5	6	6	7	6	9	5	8	7	6	7	7	6	1.28	1.3919	0	0	0.685688
m.21074	449	1	1	1	1	1	1	1	1	1	1	0	2	2	0	1	0	-0.622	-0.5681	0.999915	0.476358	0.999986
m.21131	238	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	-0.702	-0.6206	1	0.508993	1
m.21152	377	2	2	4	2	4	2	3	3	1	3	2	2	3	1	3	2	0.187	0.1864	0.117699	0.010899	0.890119
m.21153	225	1	2	3	2	1	1	2	1	2	2	2	2	2	3	3	3	0.163	0.1546	0.151585	0.014495	0.899511
m.21167	266	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.727	-0.6704	1	0.535406	1
m.21179	265	7	9	9	8	6	7	8	4	9	7	10	10	7	9	7	8	1.708	1.2924	0	0	0.693071
m.21180	384	1	0	0	0	1	0	1	1	2	1	0	0	1	2	0	0	-0.337	-0.2565	0.902615	0.209501	0.992282
m.212	347	1	1	2	2	1	2	2	3	2	2	3	2	2	0	2	1	-0.177	-0.1523	0.745233	0.127672	0.978297
m.21217	277	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	-0.324	-0.2749	0.921441	0.225745	0.993902
m.21223	127	0	1	2	0	0	1	1	1	1	1	2	1	2	1	2	1	-0.452	-0.4252	0.995282	0.363673	0.999792
m.21227	279	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	2	-0.66	-0.5854	0.999844	0.487663	0.999992
m.21267	565	0	0	0	0	1	0	0	1	3	1	0	0	1	0	0	0	-0.134	-0.1339	0.709136	0.115475	0.974962
m.21268	784	2	3	3	3	0	1	4	3	0	2	3	0	4	0	2	1	-0.119	-0.1133	0.666463	0.102721	0.970933
m.21281	322	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	-0.647	-0.5608	0.999997	0.471425	0.999985
m.21313	552	4	7	7	6	3	3	6	5	4	8	8	6	9	8	8	6	0.729	0.651	0.000678	0.000047	0.777697
m.21346	340	4	3	4	2	4	3	4	3	3	3	3	3	3	2	3	3	0.155	0.1283	0.184833	0.018196	0.9073
m.2136	361	0	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	-0.739	-0.6282	1	0.513306	1
m.21375	111	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	-0.669	-0.6016	0.999929	0.497757	0.999999
m.21376	204	1	0	1	1	1	1	1	1	0	1	0	0	1	0	2	0	-0.609	-0.6174	1	0.507146	1
m.21379	246	6	9	8	8	6	6	9	6	9	7	7	8	6	8	7	6	0.843	0.9067	0.000013	0.000001	0.735454
m.21388	376	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	-0.676	-0.5772	0.999858	0.482372	0.999989
m.21390	125	7	8	7	9	7	7	7	8	9	7	9	9	6	10	6	8	1.306	1.5189	0	0	0.677831
m.21416	355	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	-0.711	-0.5728	0.999894	0.479483	0.999987
m.21438	701	5	7	7	9	6	6	5	5	6	8	4	5	8	6	7	4	0.846	0.7654	0.000125	0.000009	0.757419
m.21445	216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-0.871	-0.7378	1	0.56454	1
m.21457	115	1	5	5	4	1	1	3	2	5	2	4	3	3	5	3	5	0.825	0.8308	0.000045	0.000003	0.746825
m.2146	314	0	1	1	0	0	0	1	1	1	1	1	0	1	2	2	0	-0.659	-0.6384	1	0.518933	1
m.2147	314	2	3	2	2	0	3	3	1	2	1	3	2	2	3	3	4	0.287	0.335	0.030321	0.002484	0.848267
m.21474	364	1	0	1	1	1	1	1	1	1	2	0	0	2	0	1	0	-0.194	-0.1891	0.81052	0.154251	0.984193
m.21495	148	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	-0.84	-0.8114	1	0.588651	1
m.215	195	7	10	9	9	7	7	10	7	7	8	8	8	6	8	8	7	1.469	1.8183	0	0	0.664338
m.2150	326	3	2	4	2	3	2	3	2	2	2	3	2	3	2	2	4	0.265	0.2655	0.059166	0.005112	0.867277
m.21521	685	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	-0.743	-0.6966	1	0.547599	1
m.21525	176	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	-0.775	-0.6836	1	0.541692	1
m.21529	322	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	-0.836	-0.7543	1	0.570601	1
m.21538	175	2	3	2	4	2	1	2	0	2	2	3	3	1	2	1	0	-0.176	-0.1508	0.742377	0.12665	0.978035
m.21583	404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.655	-0.5743	0.999874	0.480472	0.999988
m.21596	525	6	1	6	2	6	7	2	5	5	6	6	3	4	4	6	4	0.802	0.8344	0.000042	0.000003	0.746263
m.2164	240	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	-0.665	-0.6119	1	0.503929	1
m.21665	130	1	0	1	0	2	1	1	0	2	1	1	2	2	1	2	0	-0.474	-0.3691	0.981326	0.312518	0.998835
m.21674	280	3	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	-0.459	-0.3943	0.989091	0.335759	0.999397
m.21683	274	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-0.782	-0.6943	1	0.546574	1
m.21690	240	1	2	1	4	1	1	2	2	2	2	2	2	2	3	2	1	0.17	0.1552	0.150883	0.014419	0.899333
m.21691	163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.745	-0.6426	1	0.521197	1
m.217	121	7	7	3	6	7	7	6	2	11	6	6	11	6	10	6	5	1.526	1.4647	0	0	0.68099
m.21702	178	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	-0.589	-0.5437	1	0.459495	0.999986
m.2171	309	2	2	1	2	1	2	2	1	0	2	1	2	1	1	1	1	-0.617	-0.5016	1	0.427942	0.999987
m.21710	219	0	0	1	0	0	0	0	0	1	3	0	1	0	1	1	0	-0.591	-0.4956	1	0.423202	0.999987
m.21736	444	1	1	1	3	1	3	2	0	3	0	2	2	0	1	0	4	-0.101	-0.0774	0.587953	0.082798	0.96321
m.21772	262	2	2	1	1	3	1	3	1	0	1	3	0	0	0	1	2	-0.331	-0.3285	0.962262	0.274755	0.99733
m.21798	281	2	3	3	2	3	3	2	3	1	2	1	1	3	2	3	1	-0.087	-0.083	0.600448	0.085714	0.964471
m.218	310	9	12	13	11	11	10	10	10	12	13	14	13	11	12	11	10	1.903	2.2601	0	0	0.65252
m.21819	1189	0	4	2	3	0	0	2	0	0	2	0	1	2	2	2	1	-0.465	-0.4209	0.994613	0.359839	0.999753
m.21828	279	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	-0.74	-0.6622	1	0.531353	1
m.21832	170	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.695	-0.6418	1	0.520768	1
m.21842	395	6	9	15	10	6	9	9	15	10	9	7	8	9	8	10	9	0.363	0.3707	0.021027	0.001679	0.838988
m.2185	737	2	1	1	3	2	2	3	2	2	2	0	0	1	1	2	0	-0.362	-0.3227	0.958771	0.269373	0.997045
m.21863	436	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	1	-0.824	-0.8431	1	0.596887	1
m.21864	258	1	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	-0.787	-0.7777	1	0.578528	1
m.21876	142	1	1	2	1	0	1	2	1	1	2	2	1	2	2	2	1	-0.366	-0.2864	0.9319	0.236082	0.994794
m.21911	295	0	0	0	0	0	0	0	0	1	2	3	1	1	2	2	2	-0.13	-0.1059	0.65065	0.098375	0.969413
m.21939	120	0	1	1	2	0	0	0	1	1	1	1	0	1	1	1	1	-0.67	-0.5769	0.99986	0.482176	0.999989
m.21993	204	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.835	-0.663	1	0.531754	1
m.22064	312	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	-0.666	-0.5146	1	0.438008	0.999987
m.22085	331	1	2	3	5	0	3	3	3	1	3	4	2	2	3	4	1	0.373	0.3158	0.036684	0.003048	0.853399
