Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.13617	393	2	2	1	2	1	1	0.177	0.1998	0.573064	0.192243	0.824409
m.13622	146	1	1	1	1	1	1	-0.330	-0.3171	1.000000	0.777654	0.757761
m.13637	665	0	0	0	0	0	1	-0.302	-0.3000	1.000000	0.767730	0.764479
m.13659	548	0	2	1	0	2	2	-0.323	-0.3287	1.000000	0.783989	0.752923
m.1369	374	55	54	54	56	57	58	0.094	0.5053	0.086028	0.025071	0.794843
m.13710	208	0	0	1	0	0	0	-0.337	-0.3238	1.000000	0.781351	0.754995
m.13716	211	0	0	1	0	0	0	-0.451	-0.4185	1.000000	0.823625	0.706729
m.13720	455	0	1	1	0	0	0	-0.439	-0.3980	1.000000	0.815898	0.718757
m.13742	710	1	1	1	0	0	0	-0.429	-0.3942	1.000000	0.814387	0.720884
m.13743	311	8	7	7	4	5	5	-0.422	-0.6976	0.927467	0.876598	0.439892
m.13744	138	0	1	2	2	1	2	-0.058	-0.0694	0.995511	0.547846	0.819120
m.13748	486	1	1	1	0	1	0	-0.355	-0.3523	1.000000	0.795947	0.742339
m.13753	335	6	4	3	0	1	0	-0.846	-1.0207	0.369613	0.851480	0.105046
m.13791	176	0	1	1	0	0	0	-0.299	-0.2754	1.000000	0.752153	0.773331
m.13801	461	0	0	1	0	0	0	-0.425	-0.3936	1.000000	0.814146	0.721217
m.13811	436	1	1	1	0	0	0	-0.268	-0.2556	1.000000	0.738424	0.779808
m.13842	680	13	7	11	5	5	7	-0.718	-1.4459	0.015889	0.796808	0.003198
m.13862	447	4	3	5	4	4	1	-0.185	-0.3089	1.000000	0.772984	0.761043
m.13863	1106	3	4	5	5	4	4	0.004	0.0068	0.941809	0.441768	0.826330
m.13869	191	0	0	1	1	0	0	-0.283	-0.2967	1.000000	0.765732	0.765721
m.1388	352	0	1	1	0	0	0	-0.394	-0.3768	1.000000	0.807137	0.730229
m.13885	1031	0	1	0	0	0	0	-0.349	-0.3368	1.000000	0.788231	0.749405
m.139	190	4	4	6	2	2	3	-0.877	-1.2409	0.091881	0.818886	0.021605
m.1390	448	10	10	12	9	9	8	-0.271	-0.6069	0.983076	0.868571	0.546245
m.13903	193	1	1	1	1	1	1	-0.448	-0.4309	1.000000	0.827969	0.698985
m.13957	123	0	1	2	0	0	0	-0.726	-0.7402	0.882377	0.877596	0.387066
m.1396	509	1	0	0	0	0	0	-0.368	-0.3536	1.000000	0.796572	0.741726
m.13977	445	12	4	12	3	2	3	-1.220	-2.0008	0.000012	0.773008	0.000002
m.1408	226	4	3	3	4	2	4	0.239	0.3464	0.261959	0.079778	0.810912
m.141	436	31	28	28	19	27	24	-0.353	-1.2544	0.082888	0.817124	0.019305
m.14109	662	0	0	0	0	1	1	-0.464	-0.4395	1.000000	0.830843	0.693398
m.14128	211	8	7	6	1	1	1	-1.520	-1.7661	0.000423	0.779183	0.000064
m.1413	338	8	6	8	5	3	5	-0.331	-0.6163	0.979512	0.869786	0.535884
m.14137	212	2	3	6	0	0	0	-1.504	-1.8151	0.000216	0.777606	0.000032
m.1415	197	1	1	1	0	0	0	-0.467	-0.4589	1.000000	0.836933	0.680129
m.14152	569	1	1	1	1	0	0	-0.395	-0.3680	1.000000	0.803254	0.734716
m.14201	145	1	1	0	0	1	0	-0.379	-0.3618	1.000000	0.800428	0.737784
m.14213	220	0	1	1	1	1	1	-0.349	-0.3660	1.000000	0.802351	0.735714
m.14255	219	5	0	3	2	2	2	-0.294	-0.3661	1.000000	0.802396	0.735664
m.14269	430	1	2	1	0	0	0	-0.405	-0.3749	1.000000	0.806311	0.731211
m.14282	326	0	0	1	0	0	0	-0.345	-0.3318	1.000000	0.785630	0.751591
m.14312	960	20	21	21	12	9	12	-0.515	-1.4187	0.020522	0.799160	0.004226
m.14349	643	1	2	2	0	0	1	-0.846	-0.8940	0.622406	0.868589	0.209346
m.14355	846	15	13	14	8	7	9	-0.462	-1.0978	0.242479	0.839632	0.063770
m.1436	550	22	22	22	13	16	16	-0.451	-1.2317	0.098456	0.820111	0.023303
m.1437	515	2	2	1	1	2	2	-0.399	-0.4025	1.000000	0.817655	0.716197
m.14375	119	1	2	2	1	1	0	-0.681	-0.6776	0.944180	0.875530	0.464335
m.1440	833	1	0	1	0	1	0	-0.382	-0.3570	1.000000	0.798187	0.740108
m.14422	417	7	9	6	3	4	4	-0.567	-0.8668	0.676575	0.871390	0.237573
m.14438	273	3	2	3	1	0	2	-0.972	-1.0841	0.262782	0.841744	0.069987
m.14458	126	2	2	2	2	2	3	-0.190	-0.2205	1.000000	0.711262	0.789998
m.14464	434	1	1	0	0	0	0	-0.522	-0.5002	1.000000	0.848248	0.648639
m.14465	536	1	1	0	0	0	0	-0.370	-0.3575	1.000000	0.798423	0.739868
m.1447	450	2	1	2	0	1	0	-0.767	-0.7175	0.908042	0.877277	0.415283
m.14490	140	1	1	0	1	0	1	-0.447	-0.4058	1.000000	0.818921	0.714292
m.145	467	0	0	1	1	0	0	-0.311	-0.3213	1.000000	0.779984	0.756036
m.14507	364	0	1	0	0	0	0	-0.464	-0.4428	1.000000	0.831917	0.691207
m.1454	475	3	3	2	2	2	2	-0.154	-0.1872	1.000000	0.681902	0.798296
m.14543	392	5	6	5	6	6	5	0.240	0.4190	0.161587	0.048241	0.803289
m.1456	431	3	4	4	0	1	1	-1.162	-1.3876	0.027261	0.802060	0.005757
m.14602	310	1	1	2	1	1	0	-0.652	-0.6857	0.937743	0.876009	0.454481
m.1461	469	1	3	1	0	0	0	-0.432	-0.4378	1.000000	0.830284	0.694517
m.14620	195	1	1	1	0	1	1	-0.336	-0.3255	1.000000	0.782272	0.754281
m.1463	394	3	4	3	3	2	3	-0.074	-0.0890	1.000000	0.573346	0.816443
m.14712	256	1	1	1	0	0	0	-0.354	-0.3576	1.000000	0.798470	0.739820
m.1472	277	5	6	4	3	3	2	-0.288	-0.3993	1.000000	0.816409	0.718022
m.1473	555	8	6	8	5	6	6	-0.317	-0.6176	0.978984	0.869947	0.534437
m.14730	134	1	0	1	0	0	0	-0.516	-0.5219	0.999493	0.853387	0.630243
m.14738	152	1	1	1	1	2	1	-0.198	-0.1984	1.000000	0.692183	0.795644
m.14739	401	2	1	3	1	1	1	-0.934	-1.0624	0.297047	0.845095	0.080787
m.14754	356	8	9	7	7	7	7	0.045	0.0827	0.832781	0.334387	0.828691
m.14756	396	3	2	3	1	2	0	-1.025	-1.0850	0.261416	0.841605	0.069564
m.14765	420	3	3	3	1	1	0	-1.099	-1.2239	0.104327	0.821163	0.024831
m.1478	617	2	2	1	3	2	1	0.614	0.7497	0.010881	0.002692	0.778482
m.14803	174	0	1	0	0	0	0	-0.345	-0.3464	1.000000	0.793071	0.745082
m.14897	346	1	1	1	0	0	0	-0.419	-0.4167	1.000000	0.822974	0.707823
m.14910	573	4	2	5	1	1	2	-1.326	-1.6071	0.002989	0.785971	0.000517
m.14914	470	2	1	1	0	1	0	-0.556	-0.5561	0.995748	0.860421	0.598670
m.14915	293	15	15	16	16	19	18	0.048	0.1376	0.720165	0.262649	0.827726
m.14918	406	3	4	1	1	0	1	-0.445	-0.4460	1.000000	0.832943	0.689057
m.14921	762	1	0	0	0	0	0	-0.356	-0.3416	1.000000	0.790676	0.747265
m.14923	328	3	4	5	4	4	3	-0.115	-0.1904	1.000000	0.684882	0.797552
m.1493	232	6	6	4	3	4	1	-0.285	-0.3943	1.000000	0.814427	0.720828
m.14938	965	0	0	3	0	0	1	-1.006	-1.0526	0.313336	0.846606	0.086064
m.14952	249	5	3	4	0	2	1	-1.214	-1.3995	0.024480	0.800924	0.005121
m.14956	520	0	0	0	0	1	1	-0.430	-0.4342	1.000000	0.829085	0.696862
m.14963	1061	14	15	15	10	12	11	-0.352	-0.9291	0.550658	0.864410	0.175817
m.14972	298	1	1	1	0	0	1	-0.503	-0.4929	1.000000	0.846400	0.654536
m.14975	171	0	1	0	0	0	0	-0.450	-0.4190	1.000000	0.823805	0.706424
m.14983	218	8	9	9	6	7	6	-0.325	-0.6514	0.962043	0.873535	0.495660
m.14984	440	7	7	7	3	4	5	-0.673	-1.0418	0.331851	0.848265	0.092177
m.14994	562	3	3	1	0	0	0	-0.386	-0.3693	1.000000	0.803837	0.734063
m.14998	1027	2	1	4	0	0	0	-1.245	-1.3628	0.033965	0.804538	0.007313
m.14999	503	49	52	53	45	55	51	-0.139	-0.6568	0.958719	0.874002	0.489282
m.15017	296	2	0	0	1	0	0	-0.355	-0.3584	1.000000	0.798846	0.739434
m.15022	221	15	6	14	10	10	12	-0.260	-0.6498	0.962993	0.873391	0.497540
m.15026	538	1	2	2	0	0	0	-0.759	-0.7682	0.845572	0.877343	0.352393
m.15038	332	1	1	1	0	0	0	-0.397	-0.3777	1.000000	0.807526	0.729761
m.1504	136	2	4	3	3	3	3	-0.062	-0.0795	0.999258	0.561116	0.817781
m.15047	323	15	15	12	14	12	11	0.221	0.5725	0.050830	0.014401	0.789155
m.1505	423	7	6	7	1	2	3	-1.522	-1.9084	0.000054	0.775064	0.000008
m.15054	242	14	11	11	11	14	12	0.120	0.2928	0.361083	0.112473	0.816406
m.15063	195	0	1	0	0	0	1	-0.299	-0.3107	1.000000	0.774023	0.760332
m.15067	179	7	7	8	6	7	4	-0.185	-0.3611	1.000000	0.800104	0.738126
m.15079	260	14	14	14	8	10	11	-0.441	-1.0966	0.244215	0.839817	0.064297
m.1509	223	5	0	5	4	3	3	-0.187	-0.2999	1.000000	0.767670	0.764517
m.15090	1470	1	0	1	1	0	0	-0.251	-0.2530	1.000000	0.736538	0.780618
m.15096	468	4	4	4	1	1	2	-1.084	-1.2728	0.071818	0.814789	0.016510
m.15098	368	1	1	0	1	1	0	-0.395	-0.3690	1.000000	0.803703	0.734214
m.151	201	1	1	0	1	1	0	-0.430	-0.4070	1.000000	0.819377	0.713593
m.15111	545	21	18	21	18	23	18	-0.093	-0.3177	1.000000	0.777989	0.757517
m.15114	369	2	1	2	2	1	1	-0.182	-0.2169	1.000000	0.708262	0.790957
m.15118	99	2	1	2	3	2	2	0.246	0.3098	0.327377	0.101129	0.814702
m.15122	236	0	0	0	0	0	1	-0.317	-0.3088	1.000000	0.772926	0.761082
m.15126	176	3	2	1	0	0	1	-0.505	-0.4821	1.000000	0.843550	0.662997
m.15134	1205	2	2	1	0	1	2	-0.110	-0.1037	1.000000	0.591695	0.814242
m.15139	435	28	30	28	30	30	28	0.113	0.4266	0.153203	0.045652	0.802506
m.15141	227	9	9	10	5	8	10	-0.578	-1.1572	0.166691	0.830645	0.041702
m.15155	891	2	0	0	0	0	0	-0.417	-0.4037	1.000000	0.818117	0.715507
m.15158	259	2	2	1	1	1	1	-0.499	-0.4876	1.000000	0.845019	0.658728
m.15162	152	13	11	12	12	10	12	0.098	0.2377	0.482531	0.156005	0.821488
m.15166	611	1	0	0	0	0	0	-0.366	-0.3558	1.000000	0.797620	0.740681
m.15170	715	2	3	3	0	0	0	-0.873	-0.9258	0.557434	0.864827	0.178823
m.15172	116	1	0	0	0	0	0	-0.527	-0.4883	1.000000	0.845203	0.658178
m.15175	266	6	6	6	5	5	7	-0.105	-0.1827	1.000000	0.677652	0.799324
m.15185	362	11	13	11	12	10	10	0.157	0.4071	0.175478	0.052542	0.804524
m.15189	147	1	1	2	1	1	1	-0.572	-0.5682	0.993615	0.862607	0.586762
m.152	115	3	4	2	1	1	1	-0.584	-0.5901	0.988416	0.866172	0.564272
m.15200	788	6	2	5	3	4	4	-0.406	-0.5686	0.993535	0.862677	0.586362
m.15204	648	21	21	22	15	16	18	-0.301	-0.8880	0.634508	0.869242	0.215412
m.15205	198	2	1	1	0	0	0	-0.463	-0.4178	1.000000	0.823373	0.707155
m.15213	424	1	0	1	0	0	0	-0.385	-0.3713	1.000000	0.804728	0.733052
m.15220	508	10	1	11	4	3	4	-0.908	-1.6462	0.001907	0.784013	0.000317
m.15241	654	9	6	8	4	1	2	-0.628	-1.1028	0.235331	0.838864	0.061613
m.15247	289	3	2	3	2	3	2	-0.297	-0.3695	1.000000	0.803927	0.733962
m.15259	327	1	1	2	0	1	2	-0.656	-0.7356	0.887879	0.877570	0.392785
m.1527	299	11	12	14	8	8	6	-0.472	-1.0607	0.299836	0.845357	0.081684
m.15281	346	1	0	0	0	0	0	-0.365	-0.3544	1.000000	0.796954	0.741347
m.15288	254	0	0	1	0	0	0	-0.389	-0.3763	1.000000	0.806920	0.730488
m.15290	959	3	4	5	1	4	4	-1.127	-1.4113	0.021975	0.799830	0.004553
m.153	398	1	1	2	2	1	1	-0.224	-0.2630	1.000000	0.743684	0.777452
m.1530	391	3	4	2	3	2	1	0.310	0.3838	0.205499	0.061898	0.806968
m.15303	441	1	1	1	0	0	0	-0.378	-0.3914	1.000000	0.813257	0.722431
m.15306	507	1	1	1	0	0	0	-0.383	-0.3801	1.000000	0.808555	0.728505
m.15314	289	0	0	1	0	0	0	-0.401	-0.3979	1.000000	0.815858	0.718813
m.15316	161	1	1	1	0	0	0	-0.485	-0.4294	1.000000	0.827456	0.699941
m.15323	305	7	5	5	3	4	3	-0.453	-0.6287	0.974121	0.871253	0.521937
m.15325	4828	1	0	0	0	0	1	-0.526	-0.5122	1.000000	0.851155	0.638626
m.15331	209	4	4	4	5	4	5	0.214	0.3812	0.209089	0.063023	0.807243
m.15345	109	0	1	0	0	1	0	-0.345	-0.3151	1.000000	0.776530	0.758572
m.15370	180	7	8	7	4	5	5	-0.487	-0.7931	0.808242	0.876547	0.322025
m.15377	555	17	15	15	11	8	9	-0.288	-0.7536	0.865469	0.877562	0.370429
m.15388	345	1	2	1	0	0	1	-0.267	-0.2798	1.000000	0.755057	0.771815
m.15396	329	1	2	2	2	2	2	-0.081	-0.0989	1.000000	0.585782	0.814979
m.15400	429	7	6	6	3	3	5	-0.574	-0.9492	0.509490	0.861782	0.158185
m.15409	308	0	0	1	0	1	1	-0.394	-0.3684	1.000000	0.803434	0.734515
m.15418	181	1	1	0	1	0	0	-0.238	-0.2389	1.000000	0.725966	0.784853
m.15419	125	1	1	0	0	0	0	-0.386	-0.3607	1.000000	0.799919	0.738320
m.15426	1113	3	6	5	4	3	3	-0.180	-0.2956	1.000000	0.765059	0.766131
m.15449	425	2	2	2	0	0	0	-0.730	-0.7090	0.916687	0.877033	0.425820
m.15457	489	0	1	1	0	0	0	-0.519	-0.5215	0.999524	0.853297	0.630594
m.15462	185	2	2	2	2	3	2	-0.034	-0.0398	0.980420	0.507660	0.822522
m.1547	193	2	2	3	4	4	2	0.249	0.3665	0.230319	0.069706	0.808794
m.15471	509	2	2	0	0	0	1	-0.366	-0.3508	1.000000	0.795223	0.743043
m.15477	423	0	0	0	1	0	0	-0.358	-0.3407	1.000000	0.790221	0.747669
m.15479	147	0	0	0	1	1	1	-0.446	-0.4314	1.000000	0.828139	0.698665
m.15484	173	1	1	1	0	0	0	-0.434	-0.4751	1.000000	0.841626	0.668314
m.15491	328	0	2	1	1	0	0	-0.451	-0.4279	1.000000	0.826940	0.700891
m.15526	304	2	3	2	1	1	2	-0.648	-0.6721	0.948299	0.875167	0.470985
m.15530	386	4	5	5	3	3	1	-0.442	-0.6625	0.955013	0.874463	0.482503
m.15544	155	3	4	4	3	1	2	-0.326	-0.4374	1.000000	0.830151	0.694779
m.15586	275	5	6	7	8	7	8	0.219	0.4446	0.134796	0.039987	0.800677
m.1560	548	11	13	9	11	9	8	0.241	0.5167	0.078847	0.022886	0.793816
m.15618	675	0	1	1	0	1	0	-0.439	-0.4095	1.000000	0.820319	0.712126
m.1563	266	1	1	0	0	0	0	-0.258	-0.2667	1.000000	0.746256	0.776245
m.15633	448	33	29	29	22	22	23	-0.184	-0.6298	0.973603	0.871375	0.520685
m.15686	206	2	0	3	3	3	3	0.037	0.0478	0.890258	0.383150	0.828173
m.15693	310	10	11	10	10	10	10	0.023	0.0544	0.880344	0.373805	0.828343
m.15700	399	2	3	1	2	1	3	0.157	0.1697	0.645550	0.224684	0.826274
m.15722	235	14	1	13	9	11	8	-0.244	-0.5808	0.990851	0.864720	0.573966
m.15724	695	3	2	3	2	0	1	-0.527	-0.6257	0.975500	0.870912	0.525340
m.1573	128	1	1	0	1	0	0	-0.341	-0.3268	1.000000	0.782973	0.753732
m.15750	815	4	6	8	3	1	2	-0.883	-1.3632	0.033846	0.804497	0.007285
m.15756	276	1	1	1	0	0	0	-0.436	-0.3945	1.000000	0.814507	0.720717
m.1576	513	5	6	6	6	7	6	0.080	0.1359	0.723974	0.264750	0.827786
m.15764	225	3	4	3	2	1	1	-0.569	-0.6644	0.953731	0.874610	0.480233
m.15778	129	1	0	0	0	0	0	-0.450	-0.4347	1.000000	0.829252	0.696538
m.15779	427	0	1	0	0	0	0	-0.459	-0.4754	1.000000	0.841710	0.668089
m.15803	206	3	4	2	2	0	1	-0.126	-0.1382	1.000000	0.631890	0.808410
m.15806	352	0	0	1	0	0	0	-0.415	-0.4042	1.000000	0.818309	0.715218
m.1582	284	1	0	1	1	2	2	-0.255	-0.2613	1.000000	0.742490	0.778000
m.15822	319	1	1	0	1	0	0	-0.300	-0.3163	1.000000	0.777205	0.758086
m.1583	327	5	6	7	6	5	4	-0.064	-0.1188	1.000000	0.609791	0.811809
m.15838	328	0	0	0	0	1	0	-0.424	-0.4461	1.000000	0.832975	0.688989
m.15839	183	3	3	2	3	4	2	0.299	0.3990	0.185482	0.055650	0.805371
m.15850	195	1	0	1	1	1	1	-0.397	-0.3949	1.000000	0.814667	0.720494
m.15857	420	2	2	2	2	2	2	-0.025	-0.0287	0.972993	0.492183	0.823599
m.15859	410	5	3	4	3	4	3	-0.211	-0.2879	1.000000	0.760266	0.768949
m.15899	456	3	1	2	1	1	1	-0.661	-0.6703	0.949604	0.875042	0.473154
m.1592	810	1	1	1	2	1	0	0.123	0.1291	0.739066	0.273239	0.828007
m.15923	2429	10	11	11	11	10	12	0.131	0.2930	0.360675	0.112334	0.816386
m.15962	187	0	1	0	0	0	0	-0.364	-0.3752	1.000000	0.806442	0.731056
m.15986	209	1	2	2	2	1	2	-0.168	-0.2039	1.000000	0.697080	0.794291
m.1600	347	0	0	0	0	0	2	-0.124	-0.1114	1.000000	0.601019	0.813024
m.16001	119	0	1	1	1	0	0	-0.352	-0.3504	1.000000	0.795029	0.743230
m.16002	356	0	0	0	1	1	1	-0.417	-0.3724	1.000000	0.805214	0.732492
m.16009	808	6	6	6	7	7	8	0.220	0.4188	0.161812	0.048311	0.803310
m.16029	467	1	1	1	0	0	1	-0.368	-0.3517	1.000000	0.795658	0.742621
m.16036	305	2	4	3	0	1	0	-1.027	-1.0740	0.278414	0.843304	0.074865
m.16056	335	1	1	1	0	0	0	-0.339	-0.3505	1.000000	0.795078	0.743183
m.16090	446	12	11	10	8	9	9	-0.147	-0.3312	1.000000	0.785314	0.751850
m.16099	216	2	1	2	0	0	0	-0.725	-0.6946	0.930151	0.876462	0.443581
m.16108	243	2	1	1	1	1	1	-0.360	-0.3590	1.000000	0.799127	0.739145
m.16119	234	1	2	2	1	1	1	-0.702	-0.6933	0.931296	0.876401	0.445178
m.16132	345	3	4	4	0	1	0	-1.160	-1.3002	0.057652	0.811460	0.012998
m.16180	508	4	4	3	2	3	2	-0.377	-0.5018	1.000000	0.848645	0.647327
m.16211	276	1	1	1	1	1	1	-0.444	-0.4197	1.000000	0.824056	0.705995
m.16222	296	1	0	1	0	0	0	-0.267	-0.2477	1.000000	0.732634	0.782241
m.16224	295	1	1	1	0	1	1	-0.403	-0.3688	1.000000	0.803614	0.734314
m.16233	161	7	5	7	3	4	5	-0.700	-1.0532	0.312325	0.846513	0.085734
m.16246	388	2	3	1	0	0	0	-0.383	-0.3923	1.000000	0.813622	0.721935
m.16247	347	1	1	1	0	0	0	-0.407	-0.3885	1.000000	0.812073	0.724016
m.16258	131	1	1	1	0	0	1	-0.353	-0.3194	1.000000	0.778935	0.756820
m.16259	270	0	0	0	0	0	1	-0.364	-0.3610	1.000000	0.800058	0.738174
m.1626	326	4	4	4	4	4	4	-0.025	-0.0374	0.978899	0.504329	0.822764
m.16276	140	0	0	1	0	0	0	-0.418	-0.4022	1.000000	0.817539	0.716369
m.16281	177	4	3	4	3	4	2	-0.245	-0.3576	1.000000	0.798470	0.739820
m.16282	297	1	1	1	0	1	1	-0.348	-0.3574	1.000000	0.798376	0.739916
m.16303	320	1	1	1	1	0	0	-0.236	-0.2153	1.000000	0.706915	0.791378
m.16309	388	1	1	3	1	2	2	-0.812	-0.9221	0.565034	0.865288	0.182230
m.16319	224	2	1	2	1	3	1	-0.528	-0.5524	0.996303	0.859722	0.602236
m.16321	224	1	0	1	0	0	0	-0.183	-0.1763	1.000000	0.671491	0.800749
m.16351	226	5	5	5	5	5	4	0.082	0.1422	0.709760	0.257008	0.827555
m.16371	297	3	3	2	1	1	2	-0.667	-0.7505	0.869494	0.877585	0.374273
m.16384	119	1	0	0	0	0	0	-0.388	-0.3677	1.000000	0.803119	0.734866
m.16414	306	0	1	1	0	1	0	-0.349	-0.3322	1.000000	0.785840	0.751418
m.16423	301	2	2	2	0	0	0	-0.736	-0.7388	0.884066	0.877590	0.388806
m.16442	194	2	1	2	1	1	1	-0.762	-0.7934	0.807767	0.876534	0.321663
m.16446	276	2	2	2	0	0	0	-0.887	-0.9874	0.432908	0.856424	0.127935
m.16449	935	5	6	8	6	8	7	-0.233	-0.4485	1.000000	0.833735	0.687359
m.16465	273	4	3	2	3	3	4	0.349	0.4348	0.144570	0.042992	0.801669
m.16496	187	0	0	0	1	0	0	-0.355	-0.3730	1.000000	0.805479	0.732186
m.1652	495	25	21	20	21	19	16	0.088	0.2853	0.376580	0.117780	0.817141
m.16523	512	0	0	1	0	0	0	-0.363	-0.3256	1.000000	0.782326	0.754239
m.16526	293	1	2	1	0	0	0	-0.355	-0.3462	1.000000	0.792972	0.745174
m.16548	260	1	1	1	1	0	0	-0.356	-0.3444	1.000000	0.792079	0.745997
m.1655	411	5	7	6	3	2	1	-0.664	-0.9869	0.433886	0.856497	0.128303
m.16591	233	4	3	2	1	2	3	-0.487	-0.5301	0.998859	0.855191	0.622958
m.16598	409	0	0	0	1	0	0	-0.466	-0.4297	1.000000	0.827559	0.699750
m.166	168	0	1	0	0	0	0	-0.346	-0.3451	1.000000	0.792427	0.745677
m.16618	108	1	0	0	0	0	1	-0.291	-0.2813	1.000000	0.756034	0.771292
m.16651	319	2	3	4	2	1	1	-0.642	-0.8394	0.728656	0.873757	0.267768
m.16692	411	8	8	8	5	5	7	-0.329	-0.6066	0.983183	0.868530	0.546572
m.16736	134	1	0	0	0	0	0	-0.193	-0.1863	1.000000	0.681057	0.798503
m.1680	375	1	2	1	1	2	1	-0.253	-0.2640	1.000000	0.744383	0.777128
m.16813	293	0	1	0	0	0	1	-0.241	-0.2367	1.000000	0.724263	0.785491
m.1685	362	2	1	1	0	0	0	-0.438	-0.3966	1.000000	0.815344	0.719544
m.16853	182	0	0	0	1	0	0	-0.419	-0.3898	1.000000	0.812606	0.723307
m.16859	1199	5	5	6	4	4	5	-0.433	-0.7245	0.900526	0.877427	0.406588
m.16863	391	0	0	1	0	0	0	-0.470	-0.4561	1.000000	0.836087	0.682102
m.16864	208	1	1	2	0	1	0	-0.677	-0.6654	0.953049	0.874685	0.479036
m.16877	305	0	1	1	0	0	1	-0.340	-0.3217	1.000000	0.780203	0.755870
m.1688	655	2	3	2	0	0	0	-0.752	-0.7475	0.873325	0.877598	0.377996
m.1689	2742	1	0	2	1	0	0	-0.800	-0.7888	0.814986	0.876721	0.327223
m.16901	126	0	1	0	0	0	0	-0.376	-0.3744	1.000000	0.806093	0.731468
m.16910	2217	10	10	9	10	10	8	0.160	0.3446	0.264941	0.080735	0.811101
m.16955	391	1	1	1	0	0	0	-0.385	-0.3634	1.000000	0.801165	0.737000
m.16994	221	9	6	6	0	1	1	-1.502	-1.7398	0.000599	0.780113	0.000092
m.16997	579	14	13	13	9	13	14	-0.267	-0.5877	0.989077	0.865806	0.566793
m.17002	969	3	3	2	2	2	2	-0.039	-0.0457	0.983953	0.515806	0.821905
m.17007	211	3	2	3	1	1	2	-0.911	-1.0039	0.401038	0.853999	0.116193
m.17032	119	0	0	1	0	0	0	-0.377	-0.3628	1.000000	0.800889	0.737294
m.1706	388	1	0	1	0	0	0	-0.222	-0.2261	1.000000	0.715849	0.788477
m.17099	205	1	2	3	0	0	0	-1.021	-1.1554	0.168697	0.830911	0.042263
m.171	2522	3	2	4	1	1	0	-1.242	-1.2931	0.061073	0.812305	0.013839
m.17101	439	7	6	6	2	3	4	-0.983	-1.3412	0.040940	0.806818	0.008959
m.17110	253	1	0	2	0	0	0	-0.739	-0.8052	0.788640	0.875976	0.307521
m.17128	1219	3	3	3	0	1	1	-1.055	-1.1606	0.162950	0.830143	0.040657
m.1714	264	2	2	2	0	0	0	-0.753	-0.7655	0.849364	0.877398	0.355719
m.17144	187	1	1	1	0	0	0	-0.351	-0.3662	1.000000	0.802442	0.735614
m.17178	533	1	0	1	0	1	0	-0.416	-0.3998	1.000000	0.816605	0.717738
m.17237	424	0	2	1	0	0	0	-0.280	-0.2773	1.000000	0.753413	0.772680
m.17242	566	1	0	0	0	0	0	-0.473	-0.4763	1.000000	0.841960	0.667412
m.17244	319	0	1	1	0	0	1	-0.363	-0.3522	1.000000	0.795899	0.742386
m.1729	398	1	0	0	0	0	0	-0.492	-0.4668	1.000000	0.839265	0.674452
m.173	389	114	29	124	105	101	101	-0.160	-1.1343	0.193554	0.834066	0.049324
m.17323	421	19	18	19	17	17	19	-0.021	-0.0636	0.993053	0.540116	0.819848
m.1733	1264	0	0	0	1	0	0	-0.538	-0.4949	1.000000	0.846912	0.652935
m.17346	797	2	3	2	0	2	1	-0.597	-0.6339	0.971615	0.871821	0.515999
m.17363	155	1	1	0	0	0	0	-0.252	-0.2510	1.000000	0.735075	0.781235
m.17386	142	0	0	0	1	2	1	-0.179	-0.1925	1.000000	0.686819	0.797058
m.1739	564	1	0	0	0	0	0	-0.377	-0.3738	1.000000	0.805830	0.731776
m.17418	331	1	0	1	0	1	0	-0.389	-0.3802	1.000000	0.808597	0.728453
m.17435	484	12	15	17	9	10	11	-0.539	-1.3820	0.028663	0.802607	0.006080
m.17466	666	10	12	13	9	10	12	-0.263	-0.6409	0.968000	0.872543	0.507927
m.17476	386	1	1	2	1	0	1	-0.788	-0.8248	0.755033	0.874809	0.284489
m.17496	405	3	5	4	2	2	1	-0.691	-0.9204	0.568520	0.865498	0.183808
m.17508	148	1	0	1	1	1	1	-0.373	-0.3480	1.000000	0.793858	0.744345
m.17509	429	2	3	2	2	3	4	-0.007	-0.0091	0.957243	0.464476	0.825240
m.17514	369	2	2	1	1	1	1	-0.416	-0.4122	1.000000	0.821325	0.710526
m.17521	185	11	12	14	12	14	15	-0.146	-0.3611	1.000000	0.800104	0.738126
m.17527	348	0	0	0	0	1	0	-0.519	-0.5298	0.998887	0.855126	0.623228
m.17547	505	6	5	4	4	6	5	0.025	0.0408	0.900300	0.393104	0.827955
m.17560	348	0	1	0	0	0	0	-0.474	-0.4710	1.000000	0.840471	0.671369
m.17562	293	1	1	1	0	0	0	-0.461	-0.4492	1.000000	0.833955	0.686881
m.17572	133	3	2	3	2	2	2	-0.411	-0.5529	0.996233	0.859817	0.601756
m.17573	293	3	4	5	0	0	0	-1.320	-1.5608	0.004971	0.788593	0.000899
m.17582	562	5	3	3	5	2	3	0.433	0.6643	0.023575	0.006298	0.782870
m.17587	233	2	1	2	0	0	2	-0.661	-0.7115	0.914197	0.877112	0.422724
m.17595	424	11	7	11	7	8	8	-0.420	-0.8462	0.716017	0.873216	0.260123
m.17598	232	2	1	1	0	0	0	-0.361	-0.3565	1.000000	0.797951	0.740347
