Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.13425	114	1	0	0	0	1	1	-0.333	-0.2975	1.000000	0.389996	0.771817
m.13427	257	3	0	0	2	2	1	0.403	0.4198	0.353150	0.031266	0.852232
m.13432	425	0	0	1	1	2	0	-0.188	-0.1822	1.000000	0.336381	0.831257
m.13434	1309	1	0	0	1	1	1	-0.432	-0.4253	1.000000	0.431805	0.664029
m.13436	653	13	10	6	8	13	4	0.382	0.7434	0.030819	0.002237	0.743901
m.13443	372	19	54	30	59	35	28	0.726	3.1810	0.000000	0.000000	0.475104
m.13444	605	3	10	8	9	9	5	0.176	0.3689	0.459635	0.043347	0.866203
m.13448	293	3	12	6	9	8	3	0.449	0.8608	0.009503	0.000676	0.706426
m.1346	158	26	25	13	18	21	13	0.382	1.1127	0.000503	0.000033	0.638906
m.13471	151	3	5	7	8	5	5	0.127	0.2659	0.694358	0.078048	0.886876
m.13475	469	18	10	5	7	10	7	0.360	0.5729	0.130402	0.010133	0.802208
m.13476	183	5	0	3	5	3	2	0.455	0.6471	0.072587	0.005428	0.776548
m.13486	292	15	37	25	41	30	32	0.524	2.0764	0.000000	0.000000	0.512406
m.13488	163	0	5	3	3	3	2	0.014	0.0181	0.991429	0.215212	0.883955
m.13490	255	12	15	8	19	12	9	0.884	2.1083	0.000000	0.000000	0.510342
m.13492	741	0	0	0	0	1	0	-0.275	-0.2538	1.000000	0.371455	0.797819
m.13513	367	1	2	2	3	3	0	0.397	0.4516	0.294196	0.025186	0.842598
m.13514	432	2	2	2	3	6	2	0.510	0.6230	0.088439	0.006685	0.784872
m.13516	189	15	23	16	23	20	14	0.424	1.2111	0.000137	0.000009	0.617743
m.13531	269	5	5	3	1	6	2	-0.674	-0.7449	0.657573	0.471884	0.248612
m.13540	365	1	0	2	0	1	2	-0.496	-0.5029	0.982267	0.448982	0.572339
m.1355	1555	11	14	10	14	13	9	0.435	1.0773	0.000787	0.000053	0.647218
m.13557	339	3	4	3	10	7	6	1.139	1.8138	0.000000	0.000000	0.533271
m.13574	515	6	9	3	10	6	7	1.248	1.9515	0.000000	0.000000	0.521425
m.13590	549	28	36	22	41	37	30	0.672	2.6226	0.000000	0.000000	0.487794
m.13617	393	3	5	3	2	5	2	-0.224	-0.2779	1.000000	0.381954	0.784067
m.13622	146	4	3	2	3	4	2	0.239	0.2724	0.679979	0.075423	0.885929
m.13637	665	1	2	0	0	2	0	-0.080	-0.0755	1.000000	0.274734	0.865212
m.13659	548	1	3	1	1	3	3	0.059	0.0541	0.979311	0.192221	0.888793
m.1369	374	163	195	112	174	166	124	0.462	3.5563	0.000000	0.000000	0.470159
m.13710	208	2	1	2	1	1	2	-0.556	-0.5289	0.965716	0.453480	0.538170
m.13716	211	1	0	0	0	0	0	-0.160	-0.1559	1.000000	0.322122	0.841159
m.13720	455	3	0	0	0	0	0	-0.262	-0.2429	1.000000	0.366487	0.803594
m.1373	177	0	3	1	1	1	0	-0.176	-0.1619	1.000000	0.325436	0.839000
m.13742	710	0	0	1	1	1	0	-0.142	-0.1432	0.999974	0.314995	0.845548
m.13743	311	21	21	16	22	23	12	0.346	0.9890	0.002282	0.000158	0.669642
m.13744	138	6	5	3	6	7	2	0.677	1.0116	0.001749	0.000120	0.663671
m.13748	486	1	1	2	0	1	0	-0.569	-0.5745	0.925454	0.459980	0.475726
m.13753	335	1	7	3	4	8	5	0.372	0.4943	0.225549	0.018565	0.828869
m.13791	176	0	0	1	0	1	2	-0.142	-0.1417	0.999992	0.314144	0.846050
m.13811	436	0	1	1	3	5	4	0.736	0.7884	0.019948	0.001435	0.729172
m.13842	680	25	40	20	13	30	19	-0.363	-1.0651	0.136711	0.470235	0.031221
m.13862	447	11	14	8	13	8	6	0.472	1.1392	0.000358	0.000023	0.632932
m.13863	1106	11	25	13	17	42	1	0.343	0.8389	0.011954	0.000853	0.713171
m.13869	191	0	4	1	4	5	3	1.030	1.2820	0.000050	0.000003	0.604127
m.13885	1031	3	1	4	0	1	0	-1.188	-1.3232	0.014525	0.466366	0.002640
m.139	190	10	9	6	12	13	5	0.752	1.5707	0.000000	0.000000	0.559961
m.1390	448	35	40	26	51	35	22	0.707	2.9855	0.000000	0.000000	0.478779
m.13903	193	2	3	2	3	3	1	0.233	0.2920	0.635671	0.067868	0.882762
m.13957	123	2	1	0	0	1	1	-0.212	-0.1928	1.000000	0.341928	0.826934
m.1396	509	3	3	1	3	3	2	0.758	0.9244	0.004766	0.000335	0.687576
m.13977	445	23	33	21	52	30	29	0.926	3.7525	0.000000	0.000000	0.468360
m.14053	115	0	1	0	0	0	2	0.113	0.1064	0.946242	0.159855	0.893358
m.1408	226	15	16	8	5	19	2	-0.404	-0.7496	0.648420	0.472005	0.243132
m.14083	1506	0	2	1	3	1	2	0.742	0.8448	0.011242	0.000801	0.711342
m.141	436	66	92	53	105	92	62	0.711	4.4184	0.000000	0.000000	0.464416
m.14108	268	2	4	0	4	2	1	0.841	1.0166	0.001648	0.000113	0.662371
m.14109	662	2	0	2	1	5	2	-0.316	-0.3602	1.000000	0.412755	0.725418
m.14128	211	11	8	12	7	17	19	-0.324	-0.6996	0.742875	0.470254	0.304435
m.1413	338	11	16	10	12	14	11	0.305	0.7183	0.038919	0.002842	0.752281
m.14134	135	4	0	0	1	3	0	-0.044	-0.0414	0.999407	0.253343	0.873082
m.14137	212	1	1	3	0	2	2	-0.838	-0.9255	0.317292	0.472410	0.088654
m.1415	197	1	3	8	1	7	5	-1.565	-2.0180	0.000001	0.462060	0.000000
m.14152	569	1	1	2	3	3	2	0.407	0.5198	0.190383	0.015350	0.820360
m.14201	145	0	2	1	2	2	0	0.363	0.3643	0.469850	0.044593	0.867361
m.14203	282	0	0	0	1	0	0	-0.268	-0.2600	1.000000	0.374220	0.794413
m.14213	220	3	2	0	0	0	2	-0.019	-0.0184	0.997622	0.238665	0.877708
m.14255	219	7	7	3	8	8	5	0.846	1.3246	0.000027	0.000002	0.596540
m.14269	430	0	2	0	1	7	2	0.019	0.0201	0.990929	0.213928	0.884259
m.14297	518	1	0	0	0	1	0	-0.309	-0.2973	1.000000	0.389916	0.771947
m.14312	960	39	60	39	43	40	32	0.130	0.5546	0.149142	0.011727	0.808509
m.14349	643	0	2	3	5	2	2	0.478	0.6971	0.047141	0.003463	0.759439
m.14355	846	28	37	22	41	36	20	0.667	2.5455	0.000000	0.000000	0.490182
m.1436	550	35	62	45	60	66	38	0.292	1.4804	0.000002	0.000000	0.572092
m.14364	158	0	2	0	1	0	0	-0.104	-0.1025	1.000000	0.291205	0.858067
m.1437	515	5	3	3	2	3	3	-0.186	-0.2178	1.000000	0.354532	0.815915
m.14375	119	3	5	1	3	4	2	0.877	1.0717	0.000844	0.000057	0.648568
m.14377	379	1	0	1	0	0	0	-0.322	-0.2853	1.000000	0.385042	0.779558
m.1440	833	3	2	1	3	4	1	0.871	0.9374	0.004121	0.000289	0.683866
m.14422	417	8	17	10	20	16	14	0.686	1.9854	0.000000	0.000000	0.518824
m.14438	273	5	4	2	1	0	1	-0.520	-0.5211	0.971144	0.452194	0.548557
m.14458	126	5	6	3	5	6	4	0.569	0.8131	0.015576	0.001116	0.721271
m.14465	536	1	0	0	0	1	0	-0.195	-0.1822	1.000000	0.336381	0.831257
m.1447	450	1	4	3	4	4	2	0.257	0.3699	0.457423	0.043079	0.865949
m.14490	140	3	3	5	9	3	1	0.539	1.0452	0.001168	0.000079	0.655088
m.145	467	0	2	1	0	0	3	-0.109	-0.1048	1.000000	0.292585	0.857418
m.14507	364	0	1	2	0	0	0	-0.508	-0.5154	0.974857	0.451220	0.556077
m.1454	475	6	5	5	10	7	4	0.642	1.2170	0.000126	0.000008	0.616560
m.14543	392	15	20	13	20	15	6	0.465	1.2868	0.000047	0.000003	0.603251
m.1456	431	4	7	3	6	6	1	0.677	1.0095	0.001793	0.000123	0.664219
m.14602	310	2	4	6	6	6	2	0.037	0.0641	0.974568	0.185912	0.889897
m.1461	469	0	1	1	0	5	2	-0.177	-0.1763	1.000000	0.333243	0.833578
m.14620	195	3	3	1	2	3	0	0.461	0.4707	0.261970	0.022020	0.836552
m.14627	134	0	0	0	3	0	0	0.642	0.7149	0.040148	0.002934	0.753425
m.1463	394	7	11	8	13	9	8	0.516	1.2318	0.000103	0.000006	0.613634
m.14636	169	0	0	0	0	0	1	-0.301	-0.2705	1.000000	0.378802	0.788439
m.14672	359	3	0	2	0	0	0	-0.491	-0.4889	0.989404	0.446307	0.590140
m.14712	256	0	4	2	3	2	2	0.407	0.5057	0.209295	0.017065	0.825088
m.1472	277	13	15	12	21	12	17	0.622	1.7279	0.000000	0.000000	0.541796
m.1473	555	18	29	15	30	20	18	0.754	2.3742	0.000000	0.000000	0.496491
m.14730	134	2	3	2	3	3	2	0.438	0.5381	0.167752	0.013342	0.814155
m.14738	152	4	3	2	2	3	1	-0.038	-0.0424	0.999446	0.253978	0.872868
m.14739	401	5	2	4	4	4	3	0.075	0.1184	0.935464	0.152702	0.893970
m.14754	356	16	19	13	24	23	17	0.680	1.7868	0.000000	0.000000	0.535851
m.14756	396	8	7	5	8	9	5	0.521	0.8988	0.006318	0.000446	0.695027
m.14765	420	2	3	5	5	7	4	0.047	0.0724	0.970105	0.180712	0.890732
m.1478	617	0	6	3	3	4	2	-0.087	-0.1173	1.000000	0.300013	0.853773
m.14803	174	0	0	0	2	0	0	0.240	0.2530	0.722315	0.083436	0.888601
m.1487	314	0	0	0	1	0	0	-0.078	-0.0775	1.000000	0.275970	0.864711
m.14897	346	0	4	2	1	6	1	-0.395	-0.4002	1.000000	0.424989	0.689404
m.14910	573	3	10	6	7	15	6	0.220	0.3672	0.463398	0.043804	0.866633
m.14914	470	2	0	2	1	4	2	-0.539	-0.5230	0.969850	0.452512	0.546037
m.14915	293	41	64	38	41	45	13	0.085	0.3718	0.453236	0.042574	0.865464
m.14918	406	2	3	4	1	5	1	-0.947	-1.0518	0.149765	0.470461	0.034803
m.14921	762	0	0	1	1	2	0	-0.213	-0.1990	1.000000	0.345117	0.824311
m.14923	328	12	15	10	18	16	7	0.615	1.5538	0.000001	0.000000	0.562130
m.1493	232	9	14	9	16	15	13	0.635	1.5524	0.000001	0.000000	0.562312
m.14938	965	0	0	0	0	1	0	-0.266	-0.2631	1.000000	0.375586	0.792677
m.14946	234	2	3	2	10	9	5	1.540	2.2497	0.000000	0.000000	0.502268
m.14952	249	0	9	6	9	11	4	0.455	0.8719	0.008446	0.000599	0.703056
m.14956	520	0	1	0	2	2	1	0.415	0.4252	0.342688	0.030158	0.850639
m.14963	1061	34	55	37	68	54	37	0.665	3.4495	0.000000	0.000000	0.471317
m.14967	111	0	1	0	1	0	0	-0.178	-0.1677	1.000000	0.328605	0.836857
m.14972	298	3	2	0	0	3	0	-0.019	-0.0178	0.997553	0.238281	0.877821
m.14975	171	0	0	0	1	1	0	-0.141	-0.1337	0.999998	0.309568	0.848674
m.14983	218	16	20	12	21	24	14	0.620	1.8103	0.000000	0.000000	0.533600
m.14984	440	11	13	8	11	7	10	0.408	0.9170	0.005173	0.000364	0.689710
m.14994	562	4	12	3	5	7	7	0.644	0.9532	0.003447	0.000240	0.679424
m.14998	1027	5	0	1	0	3	2	-0.006	-0.0056	0.995999	0.230449	0.880051
m.14999	503	117	207	132	192	159	119	0.409	3.7916	0.000000	0.000000	0.468038
m.1500	101	3	0	0	0	0	0	-0.193	-0.1798	1.000000	0.335109	0.832208
m.15017	296	0	0	1	2	0	0	0.275	0.2941	0.630861	0.067091	0.882395
m.15018	456	0	0	0	1	0	1	-0.172	-0.1636	1.000000	0.326368	0.838377
m.15022	221	19	48	24	50	39	23	0.761	3.0971	0.000000	0.000000	0.476586
m.15026	538	4	7	2	2	5	0	-0.055	-0.0614	1.000000	0.265957	0.868615
m.15038	332	0	0	0	0	2	0	-0.102	-0.0978	1.000000	0.288373	0.859373
m.1504	136	11	11	8	6	10	5	-0.165	-0.3247	1.000000	0.400420	0.753102
m.15047	323	33	45	26	40	33	20	0.474	1.8497	0.000000	0.000000	0.529975
m.1505	423	13	10	8	16	14	10	0.726	1.6320	0.000000	0.000000	0.552458
m.15054	242	38	47	24	55	33	24	0.812	3.5294	0.000000	0.000000	0.470436
m.15058	304	0	0	0	0	1	0	-0.220	-0.2221	1.000000	0.356630	0.813897
m.15063	195	0	0	2	1	2	1	-0.501	-0.4827	0.992205	0.445063	0.597872
m.15067	179	17	23	12	21	23	11	0.644	1.7507	0.000000	0.000000	0.539443
m.15074	356	0	1	0	1	0	0	-0.228	-0.2231	1.000000	0.357115	0.813423
m.15079	260	31	29	20	32	34	26	0.461	1.6150	0.000000	0.000000	0.554483
m.1509	223	13	12	7	10	13	5	0.354	0.7364	0.032914	0.002393	0.746227
m.15090	1470	2	5	3	3	4	0	-0.033	-0.0421	0.999435	0.253787	0.872932
m.15096	468	5	2	8	2	9	3	-1.067	-1.6916	0.000165	0.463230	0.000026
m.15098	368	0	0	1	0	1	0	-0.116	-0.1106	1.000000	0.296047	0.855752
m.151	201	2	3	0	0	2	1	-0.163	-0.1567	1.000000	0.322566	0.840875
m.15111	545	42	76	37	57	57	40	0.460	1.9994	0.000000	0.000000	0.517784
m.15114	369	6	3	4	5	4	3	0.287	0.4394	0.316048	0.027395	0.846363
m.15118	99	6	0	2	4	5	0	0.565	0.7947	0.018739	0.001347	0.727144
m.15122	236	1	0	1	0	0	1	-0.027	-0.0260	0.998349	0.243530	0.876239
m.15126	176	7	2	2	3	6	0	0.438	0.5210	0.188833	0.015211	0.819955
m.15134	1205	4	6	3	5	6	1	0.561	0.8257	0.013698	0.000980	0.717295
m.15139	435	62	94	56	96	79	66	0.538	2.9075	0.000000	0.000000	0.480463
m.15141	227	25	30	20	28	36	18	0.382	1.4174	0.000006	0.000000	0.581398
m.15155	891	1	0	0	4	1	0	0.953	1.1749	0.000223	0.000014	0.625208
m.15158	259	1	6	2	4	3	2	0.550	0.7544	0.027764	0.002011	0.740263
m.15162	152	25	36	19	38	32	19	0.717	2.5866	0.000000	0.000000	0.488881
m.15166	611	2	4	1	5	2	0	1.182	1.6380	0.000000	0.000000	0.551754
m.15170	715	1	3	2	3	3	3	0.306	0.3795	0.436416	0.040575	0.863465
m.15172	116	3	0	1	0	1	1	-0.375	-0.3460	1.000000	0.407991	0.736955
m.15175	266	17	15	11	15	18	8	0.389	1.0148	0.001684	0.000115	0.662838
m.15185	362	19	47	29	50	33	26	0.564	2.4190	0.000000	0.000000	0.494680
m.15189	147	2	3	4	4	6	3	0.084	0.1277	0.926198	0.147247	0.894327
m.15196	185	0	0	0	1	0	0	-0.188	-0.1720	1.000000	0.330934	0.835233
m.152	115	1	7	3	7	4	4	0.790	1.1603	0.000271	0.000018	0.628323
m.15200	788	11	8	5	6	7	6	0.221	0.3921	0.409469	0.037460	0.860086
m.15204	648	40	66	42	75	52	44	0.588	3.1479	0.000000	0.000000	0.475671
m.15205	198	1	1	1	3	0	2	0.639	0.7586	0.026670	0.001930	0.738881
m.15213	424	0	0	1	2	1	1	0.413	0.4352	0.323794	0.028190	0.847641
m.15220	508	8	20	19	27	16	17	0.406	1.3886	0.000010	0.000001	0.585906
m.15241	654	14	11	12	12	15	3	0.081	0.2073	0.812723	0.104388	0.893011
m.15247	289	5	7	5	5	9	5	0.099	0.1624	0.884285	0.127658	0.894733
m.15259	327	4	6	4	8	5	4	0.644	1.1290	0.000408	0.000027	0.635207
m.1527	299	24	33	22	41	37	21	0.663	2.4311	0.000000	0.000000	0.494212
m.15281	346	5	4	0	1	1	0	-0.188	-0.1919	1.000000	0.341462	0.827308
m.15288	254	2	1	0	1	2	0	-0.179	-0.1607	1.000000	0.324776	0.839436
m.15290	959	4	14	3	8	8	6	0.935	1.5542	0.000001	0.000000	0.562078
m.153	398	3	4	3	2	4	1	-0.231	-0.2717	1.000000	0.379317	0.787739
m.1530	391	1	18	8	11	7	11	0.415	0.9459	0.003744	0.000262	0.681467
m.15303	441	0	2	0	2	3	0	0.308	0.3266	0.555781	0.055846	0.876083
m.15306	507	2	1	0	0	1	0	-0.231	-0.2108	1.000000	0.351071	0.819121
m.15314	289	0	0	2	0	0	3	-0.440	-0.4625	0.999773	0.440758	0.622365
m.15316	161	0	0	0	0	1	1	-0.240	-0.2302	1.000000	0.360527	0.809994
m.15323	305	12	19	8	11	19	8	0.451	1.0193	0.001596	0.000109	0.661673
m.15325	4828	4	1	0	1	3	2	-0.064	-0.0649	1.000000	0.268146	0.867790
m.15331	209	8	20	9	22	14	10	0.938	2.4109	0.000000	0.000000	0.494998
m.15345	109	0	0	0	0	1	0	-0.181	-0.1663	1.000000	0.327843	0.837379
m.15365	326	0	0	1	0	0	0	-0.258	-0.2531	1.000000	0.371140	0.798198
m.15370	180	18	11	16	18	21	15	0.159	0.4727	0.258738	0.021708	0.835910
m.15377	555	28	48	24	45	37	28	0.614	2.3875	0.000000	0.000000	0.495940
m.15388	345	2	2	2	6	4	2	0.910	1.3090	0.000034	0.000002	0.599269
m.15396	329	3	1	2	0	3	1	-0.557	-0.5800	0.919593	0.460652	0.468060
m.15400	429	13	17	11	15	19	10	0.391	1.0517	0.001079	0.000073	0.653469
m.15409	308	1	0	0	0	0	0	-0.133	-0.1261	1.000000	0.305168	0.851083
m.15418	181	3	1	7	0	5	4	-1.427	-1.7723	0.000052	0.462843	0.000008
m.15419	125	0	3	1	2	3	1	0.370	0.3690	0.459414	0.043320	0.866178
m.15426	1113	11	14	11	10	17	8	0.065	0.1527	0.897184	0.133004	0.894769
m.15449	425	3	6	3	5	6	2	0.581	0.8883	0.007082	0.000501	0.698137
m.15457	489	0	4	2	2	7	1	0.081	0.0955	0.954931	0.166453	0.892658
m.15462	185	6	6	4	7	7	6	0.597	1.0247	0.001496	0.000102	0.660283
m.1547	193	11	12	7	10	12	4	0.390	0.8021	0.017403	0.001249	0.724773
m.15471	509	3	6	5	4	1	5	-0.162	-0.2768	1.000000	0.381489	0.784725
m.15477	423	1	9	1	0	0	1	-0.159	-0.1343	0.999987	0.309913	0.848480
m.15479	147	1	3	0	0	0	0	-0.203	-0.1938	1.000000	0.342445	0.826515
m.15484	173	0	0	2	0	1	2	-0.482	-0.5276	0.966636	0.453269	0.539908
m.15491	328	2	0	1	0	5	2	-0.123	-0.1180	1.000000	0.300426	0.853563
m.15526	304	4	9	4	10	11	4	0.911	1.4829	0.000002	0.000000	0.571738
m.15530	386	5	0	3	10	10	11	1.318	2.3734	0.000000	0.000000	0.496525
m.15544	155	6	10	7	15	13	8	0.823	1.7162	0.000000	0.000000	0.543030
m.15555	863	0	0	5	0	1	0	-1.315	-1.5776	0.000748	0.463938	0.000124
m.15579	236	0	1	0	0	0	0	-0.219	-0.2041	1.000000	0.347709	0.822101
m.15586	275	23	26	12	20	25	14	0.556	1.4349	0.000005	0.000000	0.578739
m.1560	548	29	33	16	25	27	17	0.481	1.5604	0.000001	0.000000	0.561278
m.15618	675	0	1	1	0	0	2	-0.080	-0.0779	1.000000	0.276217	0.864611
m.1563	266	0	0	0	0	0	1	-0.351	-0.3110	1.000000	0.395276	0.762786
m.15633	448	72	81	44	111	87	67	0.961	5.1829	0.000000	0.000000	0.462676
m.15686	206	7	7	6	11	8	7	0.640	1.4938	0.000002	0.000000	0.570206
m.1569	147	0	1	1	1	0	0	-0.158	-0.1567	1.000000	0.322566	0.840875
m.15693	310	27	33	21	34	36	24	0.515	1.9333	0.000000	0.000000	0.522871
m.15700	399	5	2	3	0	7	2	-0.623	-0.6868	0.765652	0.469624	0.321079
m.15722	235	26	42	24	42	38	34	0.589	2.1485	0.000000	0.000000	0.507871
m.15724	695	7	6	3	13	7	5	1.508	2.5957	0.000000	0.000000	0.488602
m.1573	128	1	0	0	2	3	0	0.416	0.4025	0.387827	0.035031	0.857203
m.15750	815	5	12	8	12	7	7	0.458	0.9646	0.003026	0.000210	0.676266
m.15756	276	0	0	2	3	3	2	0.403	0.4874	0.235808	0.019526	0.831137
m.1576	513	21	15	14	14	19	11	0.011	0.0293	0.988405	0.208026	0.885603
m.15764	225	3	8	5	10	9	3	0.723	1.3508	0.000018	0.000001	0.592080
m.15779	427	0	0	0	0	2	0	-0.222	-0.2033	1.000000	0.347304	0.822451
m.15796	107	2	0	2	2	0	1	-0.013	-0.0147	0.997208	0.236292	0.878402
m.15797	333	0	0	1	0	0	0	-0.282	-0.2682	1.000000	0.377809	0.789770
m.15802	284	0	0	0	0	2	0	-0.127	-0.1190	1.000000	0.301014	0.853261
m.15803	206	3	1	4	7	7	3	0.555	0.9806	0.002516	0.000174	0.671902
m.1582	284	0	1	3	2	3	1	-0.220	-0.2629	1.000000	0.375498	0.792790
m.15822	319	0	3	0	6	0	3	1.376	1.7488	0.000000	0.000000	0.539636
m.1583	327	16	22	12	19	16	13	0.465	1.2965	0.000041	0.000003	0.601497
m.15831	119	0	0	2	0	1	1	-0.565	-0.5995	0.897083	0.462853	0.440785
m.15838	328	1	0	1	0	0	3	-0.057	-0.0495	0.999768	0.258472	0.871323
m.15839	183	12	13	5	10	15	5	0.752	1.4846	0.000002	0.000000	0.571498
m.15850	195	2	3	2	1	3	0	-0.501	-0.5280	0.966353	0.453334	0.539374
m.15857	420	6	9	6	7	8	5	0.229	0.4525	0.292623	0.025029	0.842317
m.15859	410	16	9	8	7	18	5	-0.000	-0.0010	0.995280	0.227492	0.880853
m.15899	456	1	6	2	1	3	1	-0.624	-0.6573	0.815142	0.467848	0.360577
m.15900	181	0	0	1	2	0	0	0.423	0.4408	0.313490	0.027134	0.845935
m.1592	810	2	3	3	6	3	2	0.603	0.9468	0.003707	0.000259	0.681214
m.15923	2429	33	39	32	26	66	12	-0.164	-0.6185	0.872569	0.464736	0.414199
m.15962	187	1	1	0	1	3	1	-0.054	-0.0512	0.999820	0.259545	0.870945
m.15986	209	6	3	4	6	6	4	0.374	0.6073	0.100209	0.007635	0.790307
m.1600	347	1	3	1	1	2	0	-0.092	-0.0907	1.000000	0.284066	0.861295
m.16001	119	3	0	2	1	1	0	-0.571	-0.5790	0.920683	0.460532	0.469455
m.16005	488	0	0	0	0	1	1	-0.166	-0.1500	1.000000	0.318830	0.843229
m.16009	808	20	26	19	20	29	15	0.070	0.2325	0.764745	0.092478	0.890910
m.16029	467	0	4	2	0	3	0	-0.416	-0.4667	0.998399	0.441686	0.617364
m.16036	305	5	10	6	12	11	8	0.771	1.6823	0.000000	0.000000	0.546709
m.16056	335	0	2	0	2	1	0	0.213	0.2294	0.770919	0.093896	0.891213
m.16090	446	20	33	22	26	28	15	0.182	0.6820	0.053869	0.003976	0.764576
m.16099	216	0	2	0	0	1	4	-0.016	-0.0160	0.997357	0.237126	0.878160
m.16108	243	3	1	0	3	4	1	0.777	0.7153	0.040001	0.002923	0.753290
m.16119	234	2	3	4	4	8	1	0.108	0.1541	0.895384	0.132226	0.894771
m.16132	345	3	6	4	7	4	3	0.588	0.9847	0.002399	0.000166	0.670796
m.16180	508	3	6	4	9	8	7	0.786	1.3460	0.000019	0.000001	0.592885
m.16211	276	3	3	2	2	2	1	-0.083	-0.0946	1.000000	0.286436	0.860247
m.16222	296	0	3	2	3	2	0	0.138	0.1747	0.866591	0.121036	0.894517
m.16224	295	0	2	1	3	4	6	0.861	0.9294	0.004507	0.000316	0.686143
m.16233	161	12	14	10	16	16	12	0.561	1.4338	0.000005	0.000000	0.578904
m.16246	388	0	6	1	7	6	2	1.593	1.9041	0.000000	0.000000	0.525264
m.16247	347	0	0	2	1	1	0	-0.634	-0.6547	0.819299	0.467668	0.364122
m.16258	131	1	4	2	0	4	0	-0.355	-0.4049	1.000000	0.426315	0.684819
m.16259	270	4	3	1	1	3	2	-0.129	-0.1204	1.000000	0.301837	0.852837
m.1626	326	13	14	10	16	13	13	0.526	1.3632	0.000015	0.000001	0.590021
m.16276	140	0	0	0	2	0	1	0.361	0.3393	0.526501	0.051845	0.873303
m.16281	177	9	8	6	9	13	5	0.490	0.9135	0.005377	0.000378	0.690725
m.16282	297	8	3	2	2	4	3	0.075	0.0894	0.959350	0.170184	0.892207
m.16303	320	0	1	0	0	0	0	-0.146	-0.1341	0.999991	0.309798	0.848545
m.16309	388	2	1	2	6	3	5	1.005	1.3648	0.000015	0.000001	0.589758
m.16319	224	7	8	6	9	8	4	0.376	0.8235	0.014010	0.001002	0.717987
m.16321	224	4	2	2	1	2	1	-0.439	-0.4647	0.999065	0.441246	0.619752
m.16351	226	13	11	8	15	15	11	0.622	1.5506	0.000001	0.000000	0.562546
m.16371	297	3	6	2	5	5	2	0.789	1.2267	0.000110	0.000007	0.614636
m.16384	119	0	2	0	2	2	1	0.289	0.2838	0.654351	0.070963	0.884143
m.16414	306	2	3	1	1	3	0	-0.021	-0.0197	0.997761	0.239498	0.877461
m.16423	301	0	3	1	5	6	2	1.214	1.4915	0.000002	0.000000	0.570527
m.16442	194	4	2	5	2	1	2	-0.788	-1.0495	0.152110	0.470501	0.035456
m.16446	276	3	0	1	3	4	4	0.939	0.9976	0.002063	0.000142	0.667351
m.16449	935	18	22	13	14	23	6	0.147	0.3928	0.407995	0.037293	0.859895
m.16465	273	7	7	4	8	11	6	0.794	1.3573	0.000016	0.000001	0.590996
m.16496	187	0	0	0	2	2	0	0.377	0.3870	0.420285	0.038698	0.861469
m.1652	495	53	67	39	67	56	48	0.562	2.7907	0.000000	0.000000	0.483229
m.16523	512	0	0	1	1	0	1	-0.205	-0.1942	1.000000	0.342652	0.826348
m.16526	293	1	0	3	5	4	1	0.543	0.8343	0.012537	0.000895	0.714603
m.16548	260	1	1	0	2	1	0	0.236	0.2417	0.746042	0.088347	0.889940
m.1655	411	9	26	9	21	14	10	0.918	2.2717	0.000000	0.000000	0.501162
m.16591	233	9	7	3	9	8	4	0.983	1.6504	0.000000	0.000000	0.550314
m.16598	409	2	3	1	2	0	2	0.328	0.3471	0.508649	0.049494	0.871515
m.166	168	0	4	3	3	3	1	0.002	0.0030	0.994596	0.224920	0.881533
m.16613	231	1	0	0	0	0	0	-0.215	-0.2162	1.000000	0.353745	0.816657
m.16618	108	0	0	1	0	0	0	-0.186	-0.1812	1.000000	0.335852	0.831655
m.16651	319	7	7	3	7	5	5	0.776	1.3038	0.000037	0.000002	0.600191
m.16692	411	16	26	11	26	20	14	0.895	2.4159	0.000000	0.000000	0.494801
m.16736	134	1	1	0	2	3	1	0.431	0.4511	0.295072	0.025274	0.842754
m.16745	191	0	6	0	1	0	0	-0.129	-0.1182	1.000000	0.300543	0.853502
m.1680	375	4	1	2	4	5	4	0.630	0.7921	0.019230	0.001383	0.727980
m.16813	293	0	1	1	0	1	0	-0.164	-0.1632	1.000000	0.326149	0.838524
m.16825	240	0	0	0	1	0	0	-0.260	-0.2517	1.000000	0.370509	0.798953
m.1685	362	3	3	2	3	7	3	0.378	0.4469	0.302498	0.026019	0.844058
m.16853	182	0	3	0	3	0	0	0.682	0.8382	0.012041	0.000859	0.713389
m.16859	1199	5	14	9	11	12	9	0.244	0.5520	0.151965	0.011970	0.809401
m.16863	391	0	0	0	1	2	1	0.009	0.0088	0.993492	0.221190	0.882490
m.16864	208	0	2	0	1	4	0	-0.080	-0.0751	1.000000	0.274487	0.865311
m.16877	305	0	0	0	0	1	2	-0.120	-0.1136	1.000000	0.297827	0.854873
m.1688	655	0	0	0	0	2	1	-0.115	-0.1146	1.000000	0.298419	0.854577
m.1689	2742	5	4	2	3	6	2	0.328	0.3964	0.400451	0.036440	0.858904
m.16901	126	0	2	1	0	0	0	-0.160	-0.1479	0.999996	0.317650	0.843952
m.16910	2217	25	34	21	18	48	7	-0.089	-0.2866	1.000000	0.385579	0.778752
m.16955	391	1	0	1	3	0	2	0.606	0.6922	0.049241	0.003622	0.761103
